Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240305071012,0.65,1008.64,20.15,81.86,1573,0.52
20240305072012,0.93,1008.53,20.1,82.43,1950.08,0.82
20240305073012,1.14,1008.34,20.18,82.16,2730.92,1.77
20240305074012,0.99,1008.19,20.49,80.56,3179.25,2.28
20240305075012,0.87,1008.22,20.75,79.84,3273,2.12
20240305080012,1.05,1008.27,21.1,78.5,4239.92,3.84
20240305081012,0.9,1008.15,21.52,76.93,4505.58,4.47
20240305082012,1.06,1008.07,21.89,75.45,4718.08,5.02
20240305083012,1.25,1008.07,22.25,73.3,5302.67,6.62
20240305084012,1.01,1007.94,22.51,72.78,5149.83,5.96
20240305085012,1.64,1007.86,22.76,71.67,4937.83,5.35
20240306070012,0.17,1007.15,21.32,84.02,1407.92,0.48
20240306071012,0.16,1007.36,21.62,83.51,1326.83,0.47
20240306072012,0.24,1007.5,21.67,82.52,1976.5,0.91
20240306073012,0.13,1007.76,21.76,82.8,1483.58,0.54
20240306074012,0.08,1008.14,21.83,82.86,1735.83,0.78
20240306075012,0,1008.33,21.95,83.6,2905.42,2.37
20240306080012,0,1008.54,22.32,82.76,2296.58,1.56
20240306081012,0,1008.64,22.4,82.72,3293.67,2.75
20240306082012,0,1008.76,22.53,84.12,1583.58,0.63
20240306083012,0.32,1008.94,22.28,86.77,1550.83,0.54
20240306084012,0.34,1009.25,21.89,86.55,2187.5,1.04
20240306085012,0.28,1009.35,21.81,85.57,3024.5,2.16
20240307070012,0,1015.8,16.73,94.66,795.58,0.2
20240307071012,0.02,1015.82,16.77,94.62,950.92,0.26
20240307072012,0,1015.82,16.7,94.18,1204.17,0.38
20240307073012,0.03,1015.92,16.69,94.17,1899.17,0.97
20240307074012,0,1016.01,16.75,93.9,2095.25,1.13
20240307075012,0.02,1016.14,16.78,93.87,1650.92,0.66
20240307080012,0,1016.16,16.84,93.58,2200.83,1.13
20240307081012,0,1016.16,16.98,93.78,2134.83,1.12
20240307082012,0.1,1016.33,17.03,93.54,2020,1.01
20240307083012,0.1,1016.36,16.77,93.12,2492.67,1.43
20240307084012,0,1016.42,16.88,93.56,2782.08,1.82
20240307085012,0.03,1016.44,16.89,93.32,3658.42,3.35
20240308070012,0.39,1018.56,15.28,92.1,568.08,0.12
20240308071012,0.26,1018.71,15.42,91.27,498.5,0.09
20240308072012,0.06,1018.88,15.51,92.19,583.83,0.11
20240308073012,0.26,1019.03,15.49,91.6,875.08,0.23
20240308074012,0.58,1019.1,15.44,89.62,1147.08,0.39
20240308075012,0.12,1019.18,15.6,90,1346.25,0.5
20240308080012,0.02,1019.27,15.71,89.79,1597.75,0.69
20240308081012,0.03,1019.39,15.86,91.04,1893.83,0.88
20240308082012,0,1019.49,16.08,90.43,2106,1.11
20240308083012,0.03,1019.57,16.14,83.24,2661.08,1.77
20240308084012,0.08,1019.71,16.25,78.84,3164.42,2.44
20240308085012,0.37,1019.81,16.38,76.41,3996.42,3.71
20240309070012,0.05,1020.97,14.85,75.46,1765.08,0.87
20240309071012,0.2,1021.31,15.02,76.83,1897.83,0.98
20240309072012,0.18,1021.88,15.09,76.28,1878.92,0.98
20240309073012,0,1022.13,15.24,73.64,2514.5,1.67
20240309074012,0.04,1022.25,15.44,73.26,3339.08,2.9
20240309075012,0.32,1022.3,15.72,72.94,4215.92,5.15
20240309080012,0.15,1022.31,15.91,72.56,3800.25,4.08
20240309081012,0.22,1022.38,15.91,72.85,3253.17,2.79
20240309082012,0.16,1022.51,16.09,72.73,4481,5.45
20240309083012,0.05,1022.56,16.67,70.86,7709.92,16.59
20240309084012,0.16,1022.73,17.41,69.02,7580.25,15.69
20240309085012,0.24,1022.57,17.65,65.31,8801.17,20.11
20240310070012,0.87,1021.98,15.55,80.65,1135.25,0.35
20240310071012,0.21,1022.07,15.62,80.46,1401.5,0.48
20240310072012,0.31,1022.2,15.74,80.06,1461.5,0.54
20240310073012,0.68,1022.42,15.77,79.92,1344.42,0.48
20240310074012,1.12,1022.53,15.74,79.78,1915.67,0.88
20240310075012,0.44,1022.72,15.82,80.41,2252.75,1.24
20240310080012,0.72,1022.96,15.73,80.81,1909,0.88
20240310081012,0.67,1023.12,15.74,80.69,1830.83,0.81
20240310082012,0.56,1023.21,15.86,79.5,2006.5,0.98
20240310083012,0.34,1023.37,15.97,78.72,2097.92,1
20240310084012,0.27,1023.43,16.09,78.95,2754.83,1.69
20240310085012,0.44,1023.53,16.16,78.48,2703.42,1.73
20240311070012,0.65,1017.82,17.61,77.93,1431.25,0.54
20240311071012,0.83,1017.9,17.67,77.63,1637.42,0.7
20240311072012,0.92,1017.91,17.76,77.55,2064,1.06
20240311073012,0.72,1017.85,17.82,77.77,2216.25,1.18
20240311074012,0.74,1017.91,17.97,77.64,3256.67,2.51
20240311075012,1.04,1017.94,18.09,76.64,3416.83,2.8
20240311080012,1.26,1017.97,18.16,76,4064.08,4.07
20240311081012,0.97,1018.05,18.48,75.3,5423,7
20240311082012,0.79,1017.92,18.84,74.39,6983,11.3
20240311083012,0.98,1017.84,19.15,73.58,8180.17,15.39
20240311084012,0.5,1017.83,19.64,72.57,8202.17,15.96
20240311085012,0.31,1017.78,19.9,72.1,7716.58,13.72
20240312070012,0.03,1015.18,17.58,93.96,845.17,0.19
20240312071012,0,1015.32,17.72,94.92,1198.42,0.39
20240312072012,0,1015.6,17.72,92.76,1407.08,0.5
20240312073012,0.02,1015.81,17.69,90.9,1951,0.93
20240312074012,0.17,1015.98,17.62,89.33,2187.33,1.2
20240312075012,0.24,1016.24,17.73,87.44,2444,1.46
20240312080012,0,1016.45,17.97,86.8,2758.25,1.78
20240312081012,0.04,1016.69,18.19,87.51,3023.17,2.17
20240312082012,0.09,1016.84,18.28,86.19,3337.75,2.64
20240312083012,0.19,1016.9,18.39,85.52,3881.67,3.45
20240312084012,0.03,1016.98,18.49,85.84,4193.42,3.98
20240312085012,0.36,1016.97,18.65,86.33,5031.67,5.86
20240313070012,0,1021.46,16.36,82.95,1901.42,1
20240313071012,0,1021.59,16.58,82.43,2701.92,1.96
20240313072012,0,1021.76,16.83,81.07,3242.08,2.58
20240313073012,0,1021.91,17.15,80.83,3524,2.98
20240313074012,0,1022.02,17.26,80.12,4074.17,4
20240313075012,0,1022.05,17.3,80.58,4828.42,5.82
20240313080012,0,1022.08,17.79,77.98,5630.5,7.82
20240313081012,0,1022.14,18.13,76.79,6177.25,9.55
20240313082012,0.05,1022.18,18.3,75.65,6481.5,11.11
20240313083012,0,1022.2,18.76,75.46,6926.42,12.48
20240313084012,0,1022.17,18.98,75.04,6150.33,9.86
20240313085012,0.09,1022.16,19.08,74.09,7223.17,14.16
20240314070012,0.15,1018.67,17.22,81.42,607.5,0.11
20240314071012,0,1018.68,17.25,81.32,677.17,0.12
20240314072012,0.08,1018.73,17.29,81.45,633.5,0.12
20240314073012,0.41,1018.83,17.24,82.87,752.25,0.14
20240314074012,0.07,1018.84,17.23,83.16,947.42,0.23
20240314075012,0.09,1018.79,17.27,82.95,1109.5,0.3
20240314080012,0.04,1018.87,17.32,83.41,1337.5,0.45
20240314081012,0.58,1018.93,17.28,84.04,1711.83,0.73
20240314082012,0.7,1018.89,17.25,84.04,2283.08,1.24
20240314083012,0.51,1018.89,17.38,83.27,2763.83,1.67
20240314084012,0.3,1018.9,17.58,82.41,3420.42,2.52
20240314085012,0.47,1018.87,17.73,82.17,3603,2.84
20240315070012,0,1018.28,17.85,81.1,1559.58,0.63
20240315071012,0,1018.46,18.05,80.98,1892.25,0.92
20240315072012,0,1018.52,18.3,80.67,2605.84,1.72
20240315073012,0,1018.61,18.54,79.55,3610.58,3.17
20240315074012,0,1018.68,18.86,78.18,4450.58,4.78
20240315075012,0,1018.69,19.18,77.12,4228.42,4.26
20240315080012,0,1018.78,19.37,77.54,4188.92,3.98
20240315081012,0.48,1018.82,19.32,77.71,4474.25,5.14
20240315082012,0.18,1018.81,19.4,77.66,4901.5,6.48
20240315083012,0.28,1018.84,19.61,76.07,5554.58,8.19
20240315084012,0.19,1018.84,20.1,74.32,7858.42,14.48
20240315085012,0.13,1018.79,20.46,73.53,8373.75,17.21
20240316070012,0.1,1018.16,17.02,86.82,2286.42,0.9
20240316071012,0.57,1018.21,17.36,85.78,3000.08,1.65
20240316072012,0.65,1018.35,17.72,84.87,3426.42,2.24
20240316073012,0.37,1018.4,18.21,83.6,3696.33,2.8
20240316074012,0.34,1018.49,18.6,82.66,4471.08,3.99
20240316075012,0.82,1018.51,18.96,81.3,4832,5
20240316080012,0.63,1018.48,19.18,80.46,5159,5.84
20240316081012,0.4,1018.51,19.55,79.73,4466.5,4.92
20240316082012,0.44,1018.56,19.58,79.22,3689.25,2.71
20240316083012,0.43,1018.62,19.62,78.65,3693.67,2.6
20240316084012,0.19,1018.67,19.92,77.65,4295.66,3.7
20240316085012,0.55,1018.75,20.12,75.99,4304.33,3.59
20240317070012,0.03,1015.9,19.4,87.17,1935.5,0.66
20240317071012,0.15,1015.97,19.63,86.48,2344.75,1.02
20240317072012,0.24,1016.04,19.83,85.67,2584.25,1.2
20240317073012,0.33,1016.12,20.13,85.1,2817.08,1.54
20240317074012,0.5,1016.17,20.54,83.94,3320.17,2.48
20240317075012,0.1,1016.21,20.99,82.16,3670.42,2.82
20240317080012,0.32,1016.22,21.14,81.6,3547.08,2.29
20240317081012,0.58,1016.23,21.11,81.9,3154.92,1.81
20240317082012,0.61,1016.31,21.2,81.51,3755.17,2.78
20240317083012,0.58,1016.31,21.52,80.92,4093.5,3.37
20240317084012,0.36,1016.24,21.97,79.22,4175.92,3.58
20240317085012,0.47,1016.15,22.31,76.25,4337.33,3.78
20240318070012,0,1016.72,20.48,82.25,562.42,0.08
20240318071012,0,1016.87,20.49,82.4,623.25,0.11
20240318072012,0,1017.07,20.45,82.58,786.5,0.16
20240318073012,0,1017.22,20.32,83.01,992.08,0.24
20240318074012,0,1017.27,20.36,81.82,1453.08,0.5
20240318075012,0,1017.29,20.52,80.73,2060.83,1
20240318080012,0,1017.33,20.73,79.95,2344.08,1.26
20240318081012,0,1017.38,20.71,80.12,2176.5,1.06
20240318082012,0,1017.39,20.84,79.6,2937.75,2.04
20240318083012,0,1017.45,21.13,78.46,3228.75,2.39
20240318084012,0,1017.46,21.27,77.45,3299.67,2.5
20240318085012,0,1017.43,21.42,76.98,3621.83,3.02
20240319070012,0,1016.17,19.66,94.14,345.08,0.03
20240319071012,0,1016.27,19.63,94.13,822.75,0.2
20240319072012,0,1016.44,19.6,94.4,858.42,0.18
20240319073012,0,1016.53,19.6,94.8,960.92,0.23
20240319074012,0,1016.74,19.48,94.22,1554.75,0.57
20240319075012,0,1016.91,19.33,94.71,1671.08,0.6
20240319080012,0,1017.05,19.11,95.03,1516.25,0.57
20240319081012,0,1017.17,19,94.99,3249.75,2.41
20240319082012,0,1017.3,19.11,95.07,3297.58,2.53
20240319083012,0,1017.35,19.15,95.4,2418.33,1.29
20240319084012,0,1017.44,19.13,95.4,2459.67,1.34
20240319085012,0,1017.53,19.08,95.35,2597.42,1.43
20240320070012,0,1024.08,16.6,77.82,1969.75,1.1
20240320071012,0,1024.25,16.75,77.07,2613.5,1.78
20240320072012,0,1024.39,16.86,77.56,3200.17,2.7
20240320073012,0,1024.5,17.11,77.8,3751.17,3.61
20240320074012,0,1024.62,17.65,75.75,4398.75,5.01
20240320075012,0,1024.72,17.84,74.44,4995,6.2
20240320080012,0,1024.76,18.08,71.41,5652.58,8.16
20240320081012,0,1024.79,18.47,69.26,5714.08,8.2
20240320082012,0,1024.78,18.72,65.96,6520.42,10.3
20240320083012,0,1024.75,19.23,63.5,6604.59,10.78
20240320084012,0,1024.74,19.6,59.74,6623.08,11.05
20240320085012,0,1024.74,19.74,52.98,7998.75,16.13
20240321070012,0.08,1019.87,15.66,74.83,3026.25,2.3
20240321071012,0.3,1019.83,15.79,73.31,3289.75,2.69
20240321072012,0.22,1019.91,15.93,73.06,3064.92,1.97
20240321073012,0.76,1019.94,15.81,73.25,3270,2.36
20240321074012,0.94,1019.98,15.93,72.49,3225.42,1.95
20240321075012,0.57,1020.01,16.04,73.21,3191.92,1.83
20240321080012,0.78,1020.08,16.25,73.06,3407.42,2.18
20240321081012,0.97,1020.08,16.49,72.06,3540.83,2.31
20240321082012,0.51,1020.19,16.79,70.67,3760,2.74
20240321083012,0.63,1020.09,17.12,69.3,3885.25,2.98
20240321084012,0.65,1020.08,17.4,67.55,4035.67,3.35
20240321085012,0.75,1020,17.65,66.51,4222.33,3.68
20240322070012,0.92,1014.71,17.84,75.94,1242.67,0.47
20240322071012,0.64,1014.75,17.93,76.41,1768.92,0.9
20240322072012,0.48,1014.82,18.07,76.11,2170.67,1.34
20240322073012,0.94,1014.85,18.19,75.84,2466.42,1.71
20240322074012,0.48,1015.01,18.38,75.51,3296.75,3.03
20240322075012,0.51,1015.03,18.82,73.75,5225.67,6.62
20240322080012,0.32,1015.07,19.16,72.58,5710.17,8.07
20240322081012,0.49,1015.22,19.55,70.87,6231.25,10.03
20240322082012,0.66,1015.29,19.81,68.4,7170.83,13.57
20240322083012,0.76,1015.29,20,66.9,7876.83,15.31
20240322084012,0.93,1015.24,20.33,65.25,9086.83,20.07
20240322085012,1.15,1015.18,20.38,65.19,8837.67,19.13
20240323070012,0.12,1012.89,18.96,85,2264.92,1.05
20240323071012,0.02,1012.88,19.15,84.72,2524.5,1.21
20240323072012,0.37,1013.09,19.38,84.25,3274.83,2.04
20240323073012,0.62,1013.32,19.86,82.54,5179.33,5.55
20240323074012,0.85,1013.34,20.3,80.72,4644.25,4.72
20240323075012,1.02,1013.37,20.64,79.37,6035.75,8.02
20240323080012,0.7,1013.37,21.06,78.19,5190.17,6.73
20240323081012,0.72,1013.47,20.92,78.4,2757,1.63
20240323082012,0.63,1013.51,20.92,78.54,3594.83,2.47
20240323083012,0.57,1013.52,21.24,77.54,4275.67,3.65
20240323084012,0.53,1013.58,21.68,76.22,5067,5.1
20240323085012,0.83,1013.64,22.38,73.59,7906.33,14.09
20240324070012,0.03,1014.76,22.34,86.1,2039.17,0.68
20240324071012,0.05,1014.92,22.57,84.5,2279,0.9
20240324072012,0.2,1015.01,22.76,82.84,2356.17,1
20240324073012,0.16,1015.19,22.92,83.04,2149.33,0.8
20240324074012,0.32,1015.34,22.99,82.54,2039.08,0.7
20240324075012,0.39,1015.56,23,82.38,2265.42,1.05
20240324080012,0.03,1015.6,23.25,82.39,3273.42,2.15
20240324081012,0.47,1015.56,23.54,81.38,3176.33,1.97
20240324082012,0.22,1015.59,23.75,78.86,2457.92,1.15
20240324083012,0.13,1015.54,24,76.52,3514,2.71
20240324084012,0.36,1015.57,24.41,75.28,3758.42,2.93
20240324085012,0.21,1015.59,24.68,75.1,3997.58,3.37
20240325070012,0,1012.55,24.66,78.02,2271.58,1.1
20240325071012,0,1012.77,24.86,78.41,2698.66,1.77
20240325072012,0,1012.84,24.9,78.12,1797.33,0.55
20240325073012,0,1013,24.69,79,1562.83,0.42
20240325074012,0,1013.05,24.72,79.22,3129.42,3.21
20240325075012,0.02,1013.14,25.4,75.81,5565.33,8.85
20240325080012,0.03,1013.25,26.07,73.45,6601.42,12.15
20240325081012,0.06,1013.33,26.18,72.73,3344.67,2.87
20240325082012,0.13,1013.37,25.87,73.81,3964.33,4.01
20240325083012,0.03,1013.43,25.93,73.73,2895.34,1.66
20240325084012,0.02,1013.42,25.95,73.54,3357.25,2.24
20240325085012,0,1013.35,26.06,73.51,3463.25,2.51
20240326070012,0,1014.24,24.1,78.97,2065.08,0.71
20240326071012,0,1014.54,24.34,78.75,2274.83,0.92
20240326072012,0,1014.76,24.62,75.8,2429.83,1.03
20240326073012,0,1014.92,24.9,74.27,2640.83,1.27
20240326074012,0,1015.16,25.14,73.66,2860.58,1.53
20240326075012,0,1015.32,25.4,73.22,3064.25,1.76
20240326080012,0,1015.37,25.61,72.97,3205.42,1.95
20240326081012,0.29,1015.51,25.74,72.34,3366.83,2.21
20240326082012,0.06,1015.58,25.96,70.82,3242.75,2.05
20240326083012,0.08,1015.58,26.19,69.81,3642.5,2.77
20240326084012,0,1015.5,26.44,69.89,3789.83,2.99
20240326085012,0,1015.5,26.68,69.66,3952.42,3.39
20240327070012,0.3,1019.66,20.58,80.17,2614.5,1.82
20240327071012,0.49,1019.74,20.8,79.25,3158.92,2.74
20240327072012,0.36,1019.9,20.89,79.08,3245.25,2.73
20240327073012,0.38,1019.86,21.09,78.68,4095.75,4.59
20240327074012,0.59,1019.94,21.22,78.13,4676.08,5.97
20240327075012,0.3,1019.88,21.48,77.31,6377.08,10.86
20240327080012,0.26,1019.87,22.21,74.58,7711.92,15.65
20240327081012,0.41,1019.89,22.38,73.05,8077.75,16.54
20240327082012,0.05,1019.86,22.76,72.49,7792.58,15.31
20240327083012,0.36,1019.96,22.98,70.61,8171.83,17.23
20240327084012,0.22,1020.02,23.18,70.11,8476.08,18.45
20240327085012,0,1020.11,23.7,68.95,9352.5,22.44
20240328070012,1.12,1010.58,20.01,85.43,1975.83,0.67
20240328071012,0.74,1010.71,20.15,85.26,2120.08,0.74
20240328072012,0.91,1010.81,20.36,84.87,2308,0.9
20240328073012,1.36,1010.82,20.59,83.48,2426.67,1.04
20240328074012,1.2,1010.74,20.79,82.3,2565.33,1.14
20240328075012,0.97,1010.74,21.07,80.8,2711.83,1.34
20240328080012,1.12,1010.76,21.35,79.17,3513.08,2.34
20240328081012,0.98,1010.7,21.79,77.4,4463.42,4.06
20240328082012,0.85,1010.71,22.29,75.33,5074.5,5.18
20240328083012,0.37,1010.68,22.78,74.48,5948.25,7.29
20240328084012,0.69,1010.66,23.42,70.28,6969.25,10.27
20240328085012,0.46,1010.71,24.02,68.49,7519,12.51
20240329070012,0.19,1010.74,23.26,82.72,2613.08,1.6
20240329071012,0.39,1010.84,23.18,82.49,2484.92,1.32
20240329072012,0.25,1011.05,23.38,81.31,3208.67,2.44
20240329073012,0.09,1011.13,23.77,79.2,3719,3.32
20240329074012,0.18,1011.38,24,77.92,3555.83,3.09
20240329075012,0.02,1011.45,24.22,77.36,4314.08,4.64
20240329080012,0.09,1011.62,24.46,76.28,4454,4.97
20240329081012,0.21,1011.82,24.56,75.7,3744.67,3.62
20240329082012,0.06,1011.95,24.85,75,5091.42,6.47
20240329083012,0.03,1012.05,25.26,73.47,4056.17,3.82
20240329084012,0,1012.09,25.33,73.71,3439.42,2.66
20240329085012,0,1012.08,25.31,72.97,4298.67,4.9
20240330070012,0,1013.69,22.01,88.71,1504.92,0.64
20240330071012,0,1013.77,22.03,87.93,1802.17,0.91
20240330072012,0,1013.85,22.21,88.07,2874.25,2.2
20240330073012,0,1014.02,22.34,88.05,3182.83,2.76
20240330074012,0,1014.12,22.4,87.88,3341.33,2.92
20240330075012,0,1014.35,22.51,87.32,3158.08,2.66
20240330080012,0,1014.38,22.6,87.25,3356.42,2.9
20240330081012,0,1014.28,22.92,86.48,4312.83,4.84
20240330082012,0,1014.42,23.35,84.64,4906.17,6.12
20240330083012,0,1014.51,23.69,84.04,5839.08,8.12
20240330084012,0,1014.58,24.17,81.96,6726.08,10.67
20240330085012,0,1014.77,24.46,81.82,6501.25,10.25
20240331070012,0,1009.68,22.53,81.31,2775,1.97
20240331071012,0,1009.8,22.63,80.87,1944,1.08
20240331072012,0,1009.81,22.64,81.41,1711.25,0.82
20240331073012,0,1009.63,22.59,82.35,1489.75,0.51
20240331074012,0,1009.82,22.48,82.92,1571.25,0.54
20240331075012,0,1010.03,22.59,83.02,1937.67,0.77
20240331080012,0,1010.02,22.8,82.82,2510,1.39
20240331081012,0,1009.94,23.02,82.27,2983.25,2.07
20240331082012,0,1010.02,23.17,81.48,3602.08,2.57
20240331083012,0,1010.12,23.46,80.16,4320.92,4.02
20240331084012,0,1010.1,23.94,77.36,6431.75,9.49
20240331085012,0,1010.05,25.17,73.41,11161.25,33.38
20240401070012,0,1012.76,21.12,99.88,652.5,0.13
20240401071012,0,1012.85,20.96,99.63,533.33,0.08
20240401072012,0,1012.82,21.07,99.92,545.25,0.08
20240401073012,0,1013.28,20.91,99.58,624.25,0.1
20240401074012,0.03,1013.23,20.73,99.62,1247.08,0.44
20240401075012,0.03,1013.47,20.7,99.71,1534.58,0.62
20240401080012,0.02,1013.48,20.7,99.73,1581.33,0.65
20240401081012,0,1013.13,20.81,99.99,1602.42,0.66
20240401082012,0,1013.5,20.86,99.99,1715.58,0.73
20240401083012,0.21,1013.37,20.87,99.15,3192.58,2.55
20240401084012,0,1013.29,21.19,98.74,4462.67,4.95
20240401085012,0.1,1013.52,21.22,96.73,4352.08,4.66
20240402070012,0,1010.76,21.56,86.43,2075.42,0.74
20240402071012,0,1010.9,21.91,85.53,2272.67,0.94
20240402072012,0,1010.96,22.06,85.11,2386.58,1.01
20240402073012,0,1011.08,22.22,84.75,2560.67,1.15
20240402074012,0,1011.18,22.41,84.14,2688.67,1.31
20240402075012,0,1011.24,22.62,83.24,2811.33,1.49
20240402080012,0,1011.35,22.9,82.32,2927,1.63
20240402081012,0,1011.45,23.25,80.97,3049.42,1.83
20240402082012,0,1011.49,23.54,79.4,3173.08,2.08
20240402083012,0,1011.41,23.8,77.98,3306.25,2.24
20240402084012,0,1011.42,24.06,77.38,3456.58,2.54
20240402085012,0,1011.48,24.43,75.99,3657.75,2.93
20240403070012,0,1009.48,23.51,85.02,2023.92,0.69
20240403071012,0.16,1009.6,23.74,83.88,2152.75,0.81
20240403072012,0.03,1009.7,24.02,81.46,2288.92,0.93
20240403073012,0,1009.67,24.32,80.1,2420.17,1.07
20240403074012,0,1009.65,24.56,79.71,2541,1.2
20240403075012,0,1009.69,24.75,79.28,2647.58,1.33
20240403080012,0.07,1009.77,24.95,78.93,2849.08,1.65
20240403081012,0.11,1009.78,25.22,78.2,2948.25,1.8
20240403082012,0,1009.81,25.52,77.53,3270.08,2.37
20240403083012,0,1009.85,25.9,76.83,3484.58,2.79
20240403084012,0,1009.81,26.18,75.41,3819.75,3.48
20240403085012,0,1009.75,26.46,74.68,3975.83,3.88
20240404070012,0.4,1009.92,26.08,75.17,2529.92,1.44
20240404071012,0.07,1010.1,26.06,75.44,2884.75,1.74
20240404072012,0.02,1010.24,26.34,74.67,3849.92,3.6
20240404073012,0.1,1010.26,26.87,73.08,6521.25,12.43
20240404074012,0.05,1010.24,27.48,70.62,7075.5,12.19
20240404075012,0.26,1010.4,27.88,68.17,8026.25,15.16
20240404080012,0.34,1010.4,27.88,66.86,5728.92,8.05
20240404081012,0.05,1010.44,27.74,67.62,4612.92,4.54
20240404082012,0.36,1010.47,27.74,68.57,4511.83,4.47
20240404083012,0.13,1010.44,27.86,68.1,4541.33,4.56
20240404084012,0.17,1010.5,28.08,67.33,4774.08,5.15
20240404085012,0.02,1010.53,28.35,67.11,5094,5.97
20240405070012,0,1011.1,24.08,100,3937.67,3.57
20240405071012,0,1011.28,24.62,100,4260.67,4.3
20240405072012,0,1011.47,24.98,100,3844.42,3.53
20240405073012,0,1011.57,24.91,100,3650.33,3
20240405074012,0,1011.7,24.87,100,4904.67,6.24
20240405075012,0,1011.84,24.64,100,5024.5,5.55
20240405080012,0,1011.82,24.73,100,7273.08,12.2
20240405081012,0,1011.83,25.42,100,9742.92,24.85
20240405082012,0,1011.98,25.87,98.55,9217.5,22.74
20240405083012,0,1012.04,25.77,94.72,8660.5,19.48
20240405084012,0,1012.06,25.94,90.46,9751.17,24.34
20240405085012,0.02,1012.16,25.79,88.1,8622.92,19.06
20240406070012,0,1013.49,23.08,100,2851.08,1.99
20240406071012,0,1013.61,23.13,100,3092.92,2.29
20240406072012,0,1013.75,23.53,100,4312.17,4.85
20240406073012,0,1013.92,23.82,100,2571.33,1.72
20240406074012,0,1014.02,23.83,100,2134.92,1.3
20240406075012,0,1014.04,23.51,100,2299.42,1.41
20240406080012,0,1014.03,23.51,100,3003.5,2.24
20240406081012,0,1014.15,23.69,100,3140.33,2.49
20240406082012,0,1014.2,23.72,100,2985.25,2.26
20240406083012,0,1014.3,23.77,100,3095.5,2.29
20240406084012,0,1014.32,23.86,99.68,4120.5,3.9
20240406085012,0,1014.28,24.26,98.23,8295.75,17.46
20240409070012,0,1014.1,21.25,100,1014,0.28
20240409071012,0,1014.29,21.2,100,839.75,0.2
20240409072012,0,1014.4,20.91,100,1190,0.39
20240409073012,0,1014.49,20.86,100,1333.33,0.48
20240409074012,0,1014.64,20.88,100,1679.33,0.77
20240409075012,0,1014.79,20.92,100,2474.08,1.57
20240409080012,0,1014.89,20.95,100,2271.25,1.23
20240409081012,0,1014.99,21.04,100,2173.92,1.02
20240409082012,0,1015.06,21.09,100,2609.42,1.54
20240409083012,0,1015.09,20.9,100,2812.42,1.83
20240409084012,0,1015.13,20.94,100,2384.5,1.39
20240409085012,0,1015.35,20.97,100,2780.16,1.81
20240410070012,0,1016.74,19.9,100,1327.58,0.51
20240410071012,0,1016.85,19.96,100,1821.08,0.97
20240410072012,0,1016.88,19.99,100,1387.17,0.57
20240410073012,0,1016.89,20.02,100,2129.42,1.18
20240410074012,0,1017,19.99,100,1537.33,0.66
20240410075012,0,1017.03,19.93,100,771.5,0.15
20240410080012,0,1017.01,19.85,100,965.08,0.24
20240410081012,0,1017.12,19.94,100,1455.42,0.55
20240410082012,0,1017.2,19.96,100,1863.58,0.82
