序號,答案
20240703103001,671.67
20240703104001,595.18
20240703105001,429.83
20240703110001,503.27
20240703111001,580.48
20240703112001,581.15
20240703113001,585.9
20240703114001,576.39
20240703115001,541.56
20240703120001,484.26
20240703121001,408.73
20240703122001,320.74
20240703123001,229.48
20240703124001,143.04
20240703125001,73.82
20240703130001,43.0
20240703131001,58.81
20240703132001,116.23
20240703133001,177.78
20240703134001,175.41
20240703135001,33.33
20240703140001,124.1
20240703141001,158.27
20240703142001,99.8
20240703143001,71.74
20240703144001,66.68
20240703145001,57.67
20240703150001,72.21
20240703151001,89.3
20240703152001,96.66
20240703153001,101.09
20240703154001,105.6
20240703155001,108.88
20240703160001,114.79
20240703161001,125.01
20240703162001,137.62
20240703163001,152.47
20240703164001,168.24
20240703165001,183.86
20240707090001,532.68
20240707091001,195.33
20240707092001,272.65
20240707093001,375.97
20240707094001,491.58
20240707095001,587.61
20240707100001,657.72
20240707101001,696.02
20240707102001,698.66
20240707103001,671.67
20240707104001,595.18
20240707105001,429.83
20240707110001,505.43
20240707111001,582.4
20240707112001,582.36
20240707113001,586.8
20240707114001,577.3
20240707115001,542.5
20240707120001,485.09
20240707121001,409.32
20240707122001,321.24
20240707123001,229.91
20240707124001,143.26
20240707125001,73.85
20240707130001,43.0
20240707131001,58.81
20240707132001,116.23
20240707133001,177.78
20240707134001,175.41
20240707135001,33.33
20240707140001,124.1
20240707141001,158.27
20240707142001,99.8
20240707143001,71.74
20240707144001,66.68
20240707145001,57.67
20240707150001,72.21
20240707151001,89.3
20240707152001,96.66
20240707153001,101.09
20240707154001,105.6
20240707155001,108.88
20240707160001,114.79
20240707161001,125.01
20240707162001,137.62
20240707163001,152.47
20240707164001,168.24
20240707165001,183.86
20240125090002,47.52
20240125091002,166.06
20240125092002,246.66
20240125093002,347.89
20240125094002,464.06
20240125095002,572.6
20240125100002,655.93
20240125101002,706.35
20240125102002,725.9
20240125103002,702.63
20240125104002,634.73
20240125105002,482.42
20240125110002,457.49
20240125111002,489.46
20240125112002,489.33
20240125113002,493.79
20240125114002,486.12
20240125115002,456.63
20240125120002,406.55
20240125121002,340.46
20240125122002,268.08
20240125123002,209.19
20240125124002,157.3
20240125125002,115.63
20240125130002,89.45
20240125131002,89.02
20240125132002,117.65
20240125133002,183.46
20240125134002,291.76
20240125135002,334.11
20240125140002,499.31
20240125141002,216.9
20240125142002,128.17
20240125143002,79.3
20240125144002,53.78
20240125145002,43.38
20240125150002,22.25
20240125151002,3.42
20240125152002,6.82
20240125153002,12.4
20240125154002,16.49
20240125155002,19.03
20240125160002,21.28
20240125161002,25.28
20240125162002,30.53
20240125163002,36.42
20240125164002,42.86
20240125165002,49.23
20240128090002,28.86
20240128091002,180.66
20240128092002,262.72
20240128093002,353.58
20240128094002,461.84
20240128095002,567.76
20240128100002,655.93
20240128101002,706.35
20240128102002,725.9
20240128103002,702.63
20240128104002,634.73
20240128105002,482.42
20240128110002,457.52
20240128111002,489.24
20240128112002,488.96
20240128113002,493.51
20240128114002,485.85
20240128115002,455.8
20240128120002,405.74
20240128121002,339.73
20240128122002,267.41
20240128123002,208.68
20240128124002,157.02
20240128125002,115.51
20240128130002,89.45
20240128131002,89.02
20240128132002,117.65
20240128133002,183.46
20240128134002,291.76
20240128135002,334.11
20240128140002,499.31
20240128141002,216.9
20240128142002,128.17
20240128143002,79.3
20240128144002,53.78
20240128145002,43.38
20240128150002,22.25
20240128151002,3.42
20240128152002,6.82
20240128153002,12.4
20240128154002,16.49
20240128155002,19.03
20240128160002,21.28
20240128161002,25.28
20240128162002,30.53
20240128163002,36.42
20240128164002,42.86
20240128165002,49.23
20240213090002,907.77
20240213091002,479.02
20240213092002,507.31
20240213093002,528.63
20240213094002,576.16
20240213095002,623.46
20240213100002,655.93
20240213101002,706.35
20240213102002,725.9
20240213103002,702.63
20240213104002,634.73
20240213105002,482.42
20240213110002,539.17
20240213111002,556.72
20240213112002,539.76
20240213113002,532.29
20240213114002,515.33
20240213115002,477.01
20240213120002,419.47
20240213121002,348.82
20240213122002,273.54
20240213123002,212.3
20240213124002,158.48
20240213125002,116.06
20240213130002,89.45
20240213131002,89.02
20240213132002,117.65
20240213133002,183.46
20240213134002,291.76
20240213135002,334.11
20240213140002,499.31
20240213141002,216.9
20240213142002,128.17
20240213143002,79.3
20240213144002,53.78
20240213145002,43.38
20240213150002,22.25
20240213151002,3.42
20240213152002,6.82
20240213153002,12.4
20240213154002,16.49
20240213155002,19.03
20240213160002,21.28
20240213161002,25.28
20240213162002,30.53
20240213163002,36.42
20240213164002,42.86
20240213165002,49.23
20240226090002,64.38
20240226091002,244.15
20240226092002,333.3
20240226093002,428.79
20240226094002,526.04
20240226095002,597.39
20240226100002,655.93
20240226101002,706.35
20240226102002,725.9
20240226103002,702.63
20240226104002,634.73
20240226105002,482.42
20240226110002,509.15
20240226111002,531.2
20240226112002,520.23
20240226113002,517.49
20240226114002,504.36
20240226115002,468.8
20240226120002,414.38
20240226121002,345.6
20240226122002,271.47
20240226123002,211.08
20240226124002,157.94
20240226125002,115.88
20240226130002,89.45
20240226131002,89.02
20240226132002,117.65
20240226133002,183.46
20240226134002,291.76
20240226135002,334.11
20240226140002,499.31
20240226141002,216.9
20240226142002,128.17
20240226143002,79.3
20240226144002,53.78
20240226145002,43.38
20240226150002,22.25
20240226151002,3.42
20240226152002,6.82
20240226153002,12.4
20240226154002,16.49
20240226155002,19.03
20240226160002,21.28
20240226161002,25.28
20240226162002,30.53
20240226163002,36.42
20240226164002,42.86
20240226165002,49.23
20240319090002,9.42
20240319091002,232.91
20240319092002,311.3
20240319093002,400.78
20240319094002,505.45
20240319095002,584.68
20240319100002,655.93
20240319101002,706.35
20240319102002,725.9
20240319103002,702.63
20240319104002,634.73
20240319105002,482.42
20240319110002,492.06
20240319111002,518.37
20240319112002,510.18
20240319113002,509.61
20240319114002,498.42
20240319115002,464.04
20240319120002,410.58
20240319121002,342.95
20240319122002,269.54
20240319123002,209.85
20240319124002,157.33
20240319125002,115.64
20240319130002,89.45
20240319131002,89.02
20240319132002,117.65
20240319133002,183.46
20240319134002,291.76
20240319135002,334.11
20240319140002,499.31
20240319141002,216.9
20240319142002,128.17
20240319143002,79.3
20240319144002,53.78
20240319145002,43.38
20240319150002,22.25
20240319151002,3.42
20240319152002,6.82
20240319153002,12.4
20240319154002,16.49
20240319155002,19.03
20240319160002,21.28
20240319161002,25.28
20240319162002,30.53
20240319163002,36.42
20240319164002,42.86
20240319165002,49.23
20240427090002,282.35
20240427091002,365.16
20240427092002,415.33
20240427093002,475.16
20240427094002,544.39
20240427095002,606.77
20240427100002,655.93
20240427101002,706.35
20240427102002,725.9
20240427103002,702.63
20240427104002,634.73
20240427105002,482.42
20240427110002,520.28
20240427111002,539.87
20240427112002,526.47
20240427113002,521.82
20240427114002,507.33
20240427115002,470.69
20240427120002,414.99
20240427121002,345.72
20240427122002,271.3
20240427123002,210.83
20240427124002,157.76
20240427125002,115.77
20240427130002,89.45
20240427131002,89.02
20240427132002,117.65
20240427133002,183.46
20240427134002,291.76
20240427135002,334.11
20240427140002,499.31
20240427141002,216.9
20240427142002,128.17
20240427143002,79.3
20240427144002,53.78
20240427145002,43.38
20240427150002,22.25
20240427151002,3.42
20240427152002,6.82
20240427153002,12.4
20240427154002,16.49
20240427155002,19.03
20240427160002,21.28
20240427161002,25.28
20240427162002,30.53
20240427163002,36.42
20240427164002,42.86
20240427165002,49.23
20240508090002,398.56
20240508091002,399.15
20240508092002,463.47
20240508093002,516.76
20240508094002,575.55
20240508095002,622.93
20240508100002,655.93
20240508101002,706.35
20240508102002,725.9
20240508103002,702.63
20240508104002,634.73
20240508105002,482.42
20240508110002,534.25
20240508111002,551.82
20240508112002,535.9
20240508113002,529.37
20240508114002,513.2
20240508115002,475.36
20240508120002,418.22
20240508121002,347.96
20240508122002,272.87
20240508123002,211.78
20240508124002,158.19
20240508125002,115.92
20240508130002,89.45
20240508131002,89.02
20240508132002,117.65
20240508133002,183.46
20240508134002,291.76
20240508135002,334.11
20240508140002,499.31
20240508141002,216.9
20240508142002,128.17
20240508143002,79.3
20240508144002,53.78
20240508145002,43.38
20240508150002,22.25
20240508151002,3.42
20240508152002,6.82
20240508153002,12.4
20240508154002,16.49
20240508155002,19.03
20240508160002,21.28
20240508161002,25.28
20240508162002,30.53
20240508163002,36.42
20240508164002,42.86
20240508165002,49.23
20240705090002,450.31
20240705091002,183.68
20240705092002,251.95
20240705093002,343.11
20240705094002,484.03
20240705095002,582.93
20240705100002,655.93
20240705101002,706.35
20240705102002,725.9
20240705103002,702.63
20240705104002,634.73
20240705105002,482.42
20240705110002,415.0
20240705111002,457.78
20240705112002,475.93
20240705113002,490.22
20240705114002,484.15
20240705115002,455.97
20240705120002,406.04
20240705121002,340.53
20240705122002,268.13
20240705123002,208.92
20240705124002,157.01
20240705125002,115.21
20240705130002,89.45
20240705131002,89.02
20240705132002,117.65
20240705133002,183.46
20240705134002,291.76
20240705135002,334.11
20240705140002,499.31
20240705141002,216.9
20240705142002,128.17
20240705143002,79.3
20240705144002,53.78
20240705145002,43.38
20240705150002,22.25
20240705151002,3.42
20240705152002,6.82
20240705153002,12.4
20240705154002,16.49
20240705155002,19.03
20240705160002,21.28
20240705161002,25.28
20240705162002,30.53
20240705163002,36.42
20240705164002,42.86
20240705165002,49.23
20240707090002,466.23
20240707091002,160.08
20240707092002,239.91
20240707093002,348.19
20240707094002,490.44
20240707095002,587.1
20240707100002,655.93
20240707101002,706.35
20240707102002,725.9
20240707103002,702.63
20240707104002,634.73
20240707105002,482.42
20240707110002,429.67
20240707111002,474.89
20240707112002,486.99
20240707113002,494.36
20240707114002,486.67
20240707115002,457.47
20240707120002,406.82
20240707121002,341.08
20240707122002,268.54
20240707123002,209.22
20240707124002,157.14
20240707125002,115.29
20240707130002,89.45
20240707131002,89.02
20240707132002,117.65
20240707133002,183.46
20240707134002,291.76
20240707135002,334.11
20240707140002,499.31
20240707141002,216.9
20240707142002,128.17
20240707143002,79.3
20240707144002,53.78
20240707145002,43.38
20240707150002,22.25
20240707151002,3.42
20240707152002,6.82
20240707153002,12.4
20240707154002,16.49
20240707155002,19.03
20240707160002,21.28
20240707161002,25.28
20240707162002,30.53
20240707163002,36.42
20240707164002,42.86
20240707165002,49.23
20240317090003,1313.52
20240317091003,422.13
20240317092003,462.55
20240317093003,520.89
20240317094003,554.51
20240317095003,580.92
20240317100003,723.44
20240317101003,720.24
20240317102003,709.62
20240317103003,685.27
20240317104003,633.74
20240317105003,499.56
20240317110003,534.93
20240317111003,567.16
20240317112003,552.83
20240317113003,530.46
20240317114003,500.58
20240317115003,460.87
20240317120003,411.97
20240317121003,353.75
20240317122003,293.81
20240317123003,230.61
20240317124003,167.43
20240317125003,99.37
20240317130003,27.81
20240317131003,45.94
20240317132003,102.62
20240317133003,105.5
20240317134003,5.68
20240317135003,23.86
20240317140003,151.02
20240317141003,5.34
20240317142003,66.86
20240317143003,69.14
20240317144003,77.21
20240317145003,81.38
20240317150003,62.46
20240317151003,39.16
20240317152003,20.03
20240317153003,2.47
20240317154003,13.19
20240317155003,24.29
20240317160003,24.81
20240317161003,0.03
20240317162003,8.95
20240317163003,3.43
20240317164003,12.66
20240317165003,38.4
20240414090003,959.3
20240414091003,356.17
20240414092003,481.2
20240414093003,485.88
20240414094003,505.01
20240414095003,568.64
20240414100003,723.44
20240414101003,720.24
20240414102003,709.62
20240414103003,685.27
20240414104003,633.74
20240414105003,499.56
20240414110003,545.18
20240414111003,581.71
20240414112003,553.59
20240414113003,533.38
20240414114003,507.2
20240414115003,468.89
20240414120003,419.55
20240414121003,359.46
20240414122003,297.73
20240414123003,232.62
20240414124003,168.21
20240414125003,99.23
20240414130003,27.81
20240414131003,45.94
20240414132003,102.62
20240414133003,105.5
20240414134003,5.68
20240414135003,23.86
20240414140003,151.02
20240414141003,5.34
20240414142003,66.86
20240414143003,69.14
20240414144003,77.21
20240414145003,81.38
20240414150003,62.46
20240414151003,39.16
20240414152003,20.03
20240414153003,2.47
20240414154003,13.19
20240414155003,24.29
20240414160003,24.81
20240414161003,0.03
20240414162003,8.95
20240414163003,3.43
20240414164003,12.66
20240414165003,38.4
20240524090003,93.29
20240524091003,1.8
20240524092003,138.19
20240524093003,248.72
20240524094003,359.51
20240524095003,532.8
20240524100003,723.44
20240524101003,720.24
20240524102003,709.62
20240524103003,685.27
20240524104003,633.74
20240524105003,499.56
20240524110003,589.84
20240524111003,634.42
20240524112003,605.19
20240524113003,573.39
20240524114003,535.41
20240524115003,491.0
20240524120003,435.11
20240524121003,370.83
20240524122003,301.12
20240524123003,233.51
20240524124003,167.7
20240524125003,98.3
20240524130003,27.81
20240524131003,45.94
20240524132003,102.62
20240524133003,105.5
20240524134003,5.68
20240524135003,23.86
20240524140003,151.02
20240524141003,5.34
20240524142003,66.86
20240524143003,69.14
20240524144003,77.21
20240524145003,81.38
20240524150003,62.46
20240524151003,39.16
20240524152003,20.03
20240524153003,2.47
20240524154003,13.19
20240524155003,24.29
20240524160003,24.81
20240524161003,0.03
20240524162003,8.95
20240524163003,3.43
20240524164003,12.66
20240524165003,38.4
20240526090003,28.47
20240526091003,18.69
20240526092003,129.78
20240526093003,224.58
20240526094003,332.3
20240526095003,504.42
20240526100003,723.44
20240526101003,720.24
20240526102003,709.62
20240526103003,685.27
20240526104003,633.74
20240526105003,499.56
20240526110003,598.34
20240526111003,651.8
20240526112003,620.62
20240526113003,595.35
20240526114003,561.23
20240526115003,512.78
20240526120003,444.82
20240526121003,375.6
20240526122003,304.42
20240526123003,236.1
20240526124003,169.02
20240526125003,98.48
20240526130003,27.81
20240526131003,45.94
20240526132003,102.62
20240526133003,105.5
20240526134003,5.68
20240526135003,23.86
20240526140003,151.02
20240526141003,5.34
20240526142003,66.86
20240526143003,69.14
20240526144003,77.21
20240526145003,81.38
20240526150003,62.46
20240526151003,39.16
20240526152003,20.03
20240526153003,2.47
20240526154003,13.19
20240526155003,24.29
20240526160003,24.81
20240526161003,0.03
20240526162003,8.95
20240526163003,3.43
20240526164003,12.66
20240526165003,38.4
20240603090003,86.86
20240603091003,26.68
20240603092003,48.18
20240603093003,115.33
20240603094003,269.07
20240603095003,479.14
20240603100003,723.44
20240603101003,720.24
20240603102003,709.62
20240603103003,685.27
20240603104003,633.74
20240603105003,499.56
20240603110003,597.15
20240603111003,650.88
20240603112003,623.29
20240603113003,601.06
20240603114003,574.51
20240603115003,534.94
20240603120003,478.76
20240603121003,404.59
20240603122003,324.49
20240603123003,249.27
20240603124003,176.41
20240603125003,101.37
20240603130003,27.81
20240603131003,45.94
20240603132003,102.62
20240603133003,105.5
20240603134003,5.68
20240603135003,23.86
20240603140003,151.02
20240603141003,5.34
20240603142003,66.86
20240603143003,69.14
20240603144003,77.21
20240603145003,81.38
20240603150003,62.46
20240603151003,39.16
20240603152003,20.03
20240603153003,2.47
20240603154003,13.19
20240603155003,24.29
20240603160003,24.81
20240603161003,0.03
20240603162003,8.95
20240603163003,3.43
20240603164003,12.66
20240603165003,38.4
20240620090003,816.5
20240620091003,56.45
20240620092003,197.01
20240620093003,244.08
20240620094003,335.23
20240620095003,456.46
20240620100003,723.44
20240620101003,720.24
20240620102003,709.62
20240620103003,685.27
20240620104003,633.74
20240620105003,499.56
20240620110003,594.6
20240620111003,650.5
20240620112003,621.31
20240620113003,597.21
20240620114003,567.74
20240620115003,526.11
20240620120003,463.9
20240620121003,389.86
20240620122003,312.32
20240620123003,241.66
20240620124003,173.94
20240620125003,99.79
20240620130003,27.81
20240620131003,45.94
20240620132003,102.62
20240620133003,105.5
20240620134003,5.68
20240620135003,23.86
20240620140003,151.02
20240620141003,5.34
20240620142003,66.86
20240620143003,69.14
20240620144003,77.21
20240620145003,81.38
20240620150003,62.46
20240620151003,39.16
20240620152003,20.03
20240620153003,2.47
20240620154003,13.19
20240620155003,24.29
20240620160003,24.81
20240620161003,0.03
20240620162003,8.95
20240620163003,3.43
20240620164003,12.66
20240620165003,38.4
20240420090004,862.98
20240420091004,282.68
20240420092004,317.34
20240420093004,301.29
20240420094004,312.54
20240420095004,319.76
