序號,答案
20240217135002,115.65
20240217140002,51.32
20240217141002,37.86
20240217142002,45.18
20240217143002,65.05
20240217144002,78.95
20240217145002,133.93
20240217150002,130.98
20240217151002,158.11
20240217152002,90.89
20240217153002,120.53
20240217154002,102.61
20240217155002,60.64
20240217160002,63.95
20240217161002,35.31
20240217162002,21.16
20240217163002,13.18
20240217164002,9.29
20240217165002,6.64
20240313090002,221.66
20240313091002,497.87
20240313092002,163.37
20240313093002,254.35
20240313094002,199.4
20240313095002,170.17
20240313100002,166.47
20240313101002,201.35
20240313102002,250.34
20240313103002,251.76
20240313104002,216.25
20240313105002,131.83
20240313110002,100.88
20240313111002,86.67
20240313112002,52.78
20240313113002,52.76
20240313114002,67.81
20240313115002,75.04
20240313120002,83.92
20240313121002,61.77
20240313122002,40.15
20240313123002,29.16
20240313124002,40.98
20240313125002,22.2
20240313130002,11.44
20240313131002,9.59
20240313132002,8.25
20240313133002,5.74
20240313134002,5.61
20240313135002,4.39
20240313140002,4.83
20240313141002,5.72
20240313142002,7.47
20240313143002,6.66
20240313144002,5.99
20240313145002,10.05
20240313150002,11.39
20240313151002,16.23
20240313152002,20.14
20240313153002,21.13
20240313154002,16.26
20240313155002,16.96
20240313160002,11.81
20240313161002,5.08
20240313162002,4.66
20240313163002,2.37
20240313164002,0.98
20240313165002,0.46
20240317090002,1134.22
20240317091002,1260.07
20240317092002,1358.99
20240317093002,1448.98
20240317094002,1522.27
20240317095002,1585.05
20240317100002,1627
20240317101002,1658.46
20240317102002,1680.1
20240317103002,1703.94
20240317104002,1752.88
20240317105002,1780.34
20240317110002,1842.55
20240317111002,1881.41
20240317112002,1514.85
20240317113002,1484.02
20240317114002,1387.79
20240317115002,572.03
20240317120002,1096.55
20240317121002,528.6
20240317122002,178.07
20240317123002,158.92
20240317124002,241.07
20240317125002,182.48
20240317130002,115.98
20240317131002,130.71
20240317132002,152.78
20240317133002,131.67
20240317134002,188.7
20240317135002,248.21
20240317140002,154.01
20240317141002,116.35
20240317142002,79.37
20240317143002,54.27
20240317144002,56.34
20240317145002,33.11
20240317150002,24.25
20240317151002,17.52
20240317152002,10.79
20240317153002,9.36
20240317154002,19.26
20240317155002,25.52
20240317160002,18.67
20240317161002,15.41
20240317162002,14.36
20240317163002,12.09
20240317164002,6.8
20240317165002,4
20240328090002,1140.91
20240328091002,1369.07
20240328092002,1658.97
20240328093002,1681.92
20240328094002,1695.03
20240328095002,1753.22
20240328100002,1791.71
20240328101002,1731.36
20240328102002,1716.62
20240328103002,1657.44
20240328104002,1687.81
20240328105002,1685.42
20240328110002,1678.33
20240328111002,1806.69
20240328112002,1883.78
20240328113002,1882.23
20240328114002,1711.22
20240328115002,1691.75
20240328120002,1964.84
20240328121002,1528.34
20240328122002,1398.59
20240328123002,1528.16
20240328124002,1419.18
20240328125002,1391.19
20240328130002,2009.18
20240328131002,578.65
20240328132002,460.94
20240328133002,337.74
20240328134002,751.26
20240328135002,143.87
20240328140002,95.04
20240328141002,267.91
20240328142002,184.24
20240328143002,138.13
20240328144002,135.37
20240328145002,87.97
20240328150002,108.06
20240328151002,307.83
20240328152002,309.85
20240328153002,152.23
20240328154002,346.8
20240328155002,443.81
20240328160002,356.88
20240328161002,173.64
20240328162002,144.42
20240328163002,51.83
20240328164002,32.31
20240328165002,16.43
20240419090002,177.74
20240419091002,146.82
20240419092002,185.19
20240419093002,266.17
20240419094002,237.23
20240419095002,226.71
20240419100002,228.59
20240419101002,277.39
20240419102002,493.35
20240419103002,670.63
20240419104002,520.05
20240419105002,542.17
20240419110002,451.83
20240419111002,403.98
20240419112002,415.28
20240419113002,491.61
20240419114002,613
20240419115002,546.09
20240419120002,511.21
20240419121002,464.42
20240419122002,370.66
20240419123002,225.98
20240419124002,132.69
20240419125002,166.01
20240419130002,168.74
20240419131002,127.97
20240419132002,72.03
20240419133002,32.37
20240419134002,34.93
20240419135002,37.12
20240419140002,29.24
20240419141002,28.03
20240419142002,39.99
20240419143002,21.77
20240419144002,16.63
20240419145002,12.68
20240419150002,8.78
20240419151002,12.86
20240419152002,15.71
20240419153002,21.2
20240419154002,21.88
20240419155002,16.44
20240419160002,10.47
20240419161002,5.68
20240419162002,3.32
20240419163002,6.33
20240419164002,17.24
20240419165002,7.61
20240429090002,533.24
20240429091002,1065.95
20240429092002,1359.9
20240429093002,1431.91
20240429094002,1441.78
20240429095002,1474.27
20240429100002,1540.75
20240429101002,1595.89
20240429102002,1694.62
20240429103002,1671.97
20240429104002,1735.06
20240429105002,563.65
20240429110002,374.45
20240429111002,1595.62
20240429112002,1658.34
20240429113002,1645.17
20240429114002,1612.68
20240429115002,1592.35
20240429120002,1561.62
20240429121002,1568.58
20240429122002,1525.21
20240429123002,1511.29
20240429124002,1525.49
20240429125002,1485.33
20240429130002,1427.69
20240429131002,1377.45
20240429132002,1323.87
20240429133002,1267.94
20240429134002,1174.75
20240429135002,1114.47
20240429140002,1022.03
20240429141002,895.03
20240429142002,821.16
20240429143002,693.29
20240429144002,582.91
20240429145002,390.88
20240429150002,400.66
20240429151002,381.82
20240429152002,335.74
20240429153002,275.47
20240429154002,203.31
20240429155002,186.3
20240429160002,249.64
20240429161002,138.28
20240429162002,76.15
20240429163002,73.6
20240429164002,32.93
20240429165002,23.57
20240714090002,695.02
20240714091002,706.45
20240714092002,812.17
20240714093002,862.63
20240714094002,930.71
20240714095002,985.4
20240714100002,1015.45
20240714101002,1045.85
20240714102002,1064.06
20240714103002,1094.19
20240714104002,1080.23
20240714105002,1220.76
20240714110002,1151.83
20240714111002,1184.51
20240714112002,1218.14
20240714113002,1222.5
20240714114002,1220.82
20240714115002,1176.37
20240714120002,1219.33
20240714121002,1221.67
20240714122002,1218.42
20240714123002,1204.86
20240714124002,1184.58
20240714125002,1097.96
20240714130002,1083.62
20240714131002,1008.11
20240714132002,891.25
20240714133002,915.04
20240714134002,845.68
20240714135002,795.38
20240714140002,727.03
20240714141002,429.35
20240714142002,700.3
20240714143002,541.49
20240714144002,375.44
20240714145002,242
20240714150002,177.16
20240714151002,228.02
20240714152002,90.9
20240714153002,92.69
20240714154002,143.66
20240714155002,227.51
20240714160002,55.78
20240714161002,54.29
20240714162002,42.39
20240714163002,29.83
20240714164002,26.14
20240714165002,28.72
20240716090002,684.24
20240716091002,747.54
20240716092002,808.4
20240716093002,866.98
20240716094002,901.62
20240716095002,966.42
20240716100002,1017
20240716101002,1109.76
20240716102002,760.19
20240716103002,948.41
20240716104002,1079.82
20240716105002,1184.7
20240716110002,1195.45
20240716111002,1202.22
20240716112002,1209.28
20240716113002,1226.51
20240716114002,1224.88
20240716115002,1221.57
20240716120002,1215.21
20240716121002,1198.31
20240716122002,1194.18
20240716123002,1194.12
20240716124002,1174.8
20240716125002,1113.64
20240716130002,1068.22
20240716131002,1024.66
20240716132002,979.01
20240716133002,923.61
20240716134002,877
20240716135002,814.13
20240716140002,772.5
20240716141002,808.03
20240716142002,650.18
20240716143002,576.94
20240716144002,488.98
20240716145002,316.96
20240716150002,120.4
20240716151002,51.89
20240716152002,94.18
20240716153002,166.35
20240716154002,176.75
20240716155002,118.64
20240716160002,74.24
20240716161002,64.13
20240716162002,29.19
20240716163002,32.28
20240716164002,8.74
20240716165002,8.53
20240720090002,665.28
20240720091002,729.44
20240720092002,797.48
20240720093002,868.75
20240720094002,639.06
20240720095002,1044.71
20240720100002,1155.6
20240720101002,752.59
20240720102002,1212.41
20240720103002,1152.78
20240720104002,1143.68
20240720105002,1177.33
20240720110002,1194.09
20240720111002,1195.79
20240720112002,1216.54
20240720113002,1228.44
20240720114002,1220.7
20240720115002,1231.19
20240720120002,1216.75
20240720121002,1256.16
20240720122002,1254.94
20240720123002,1258.48
20240720124002,1019.3
20240720125002,1180.2
20240720130002,1064.55
20240720131002,456.76
20240720132002,167.41
20240720133002,754.61
20240720134002,984.96
20240720135002,929.84
20240720140002,711.66
20240720141002,678.77
20240720142002,162.67
20240720143002,384.51
20240720144002,241.62
20240720145002,246.85
20240720150002,289.31
20240720151002,80.59
20240720152002,50.95
20240720153002,57.91
20240720154002,65.3
20240720155002,63.81
20240720160002,59.49
20240720161002,43.01
20240720162002,23.24
20240720163002,56.61
20240720164002,40.25
20240720165002,34.83
20240324090003,850.3
20240324091003,741.72
20240324092003,1578.82
20240324093003,1586.65
20240324094003,1613.64
20240324095003,1545.38
20240324100003,1611.06
20240324101003,1667.13
20240324102003,1031.34
20240324103003,556.72
20240324104003,1687.47
20240324105003,1802.61
20240324110003,1770.16
20240324111003,1635.25
20240324112003,1967.78
20240324113003,1238.93
20240324114003,1694.44
20240324115003,1882.42
20240324120003,1297.8
20240324121003,1857.81
20240324122003,1880.8
20240324123003,1781.49
20240324124003,1490.7
20240324125003,1478.93
20240324130003,784.34
20240324131003,1286.17
20240324132003,1696.39
20240324133003,1850.94
20240324134003,1605.79
20240324135003,1337.19
20240324140003,1504.74
20240324141003,1074.8
20240324142003,1484.16
20240324143003,1122.03
20240324144003,1055.98
20240324145003,184.89
20240324150003,80.17
20240324151003,72.16
20240324152003,76.38
20240324153003,89.73
20240324154003,203.52
20240324155003,289.73
20240324160003,256.36
20240324161003,115.68
20240324162003,51.47
20240324163003,38.96
20240324164003,22.4
20240324165003,22.22
20240328090003,1278.19
20240328091003,1446.1
20240328092003,1756.92
20240328093003,1813.4
20240328094003,1775.62
20240328095003,1809.87
20240328100003,1829.32
20240328101003,1857.82
20240328102003,1796.3
20240328103003,1712.2
20240328104003,1720.46
20240328105003,1643.58
20240328110003,1905.34
20240328111003,1889.52
20240328112003,1987.27
20240328113003,1993.31
20240328114003,1831.78
20240328115003,1855.24
20240328120003,2064.85
20240328121003,1610.91
20240328122003,1531.81
20240328123003,1578.96
20240328124003,1409.31
20240328125003,1551.35
20240328130003,1942.2
20240328131003,716.64
20240328132003,507.55
20240328133003,371.27
20240328134003,822.89
20240328135003,161.99
20240328140003,99.22
20240328141003,293.3
20240328142003,226.02
20240328143003,154.02
20240328144003,156.79
20240328145003,69.03
20240328150003,144.25
20240328151003,344.18
20240328152003,318.37
20240328153003,168.58
20240328154003,324.22
20240328155003,505.13
20240328160003,457.63
20240328161003,172.5
20240328162003,188.9
20240328163003,71.21
20240328164003,57.45
20240328165003,35.49
20240330090003,100.04
20240330091003,37.5
20240330092003,68.94
20240330093003,64.76
20240330094003,102.54
20240330095003,210.22
20240330100003,354.46
20240330101003,380.57
20240330102003,143.63
20240330103003,129.65
20240330104003,701.93
20240330105003,1173.38
20240330110003,1153.17
20240330111003,746.35
20240330112003,410.09
20240330113003,234.91
20240330114003,116.25
20240330115003,125.56
20240330120003,96
20240330121003,888.78
20240330122003,1207.98
20240330123003,1576.55
20240330124003,1302.05
20240330125003,972.37
20240330130003,1858.9
20240330131003,1330.26
20240330132003,1449.55
20240330133003,1671.21
20240330134003,1625.47
20240330135003,1352.74
20240330140003,1620.08
20240330141003,1055.32
20240330142003,614.85
20240330143003,193.88
20240330144003,663.81
20240330145003,514.42
20240330150003,89.42
20240330151003,48.22
20240330152003,73.64
20240330153003,191.56
20240330154003,193.26
20240330155003,340.07
20240330160003,268.57
20240330161003,131.77
20240330162003,96.98
20240330163003,70.65
20240330164003,58.18
20240330165003,30.11
20240424090003,4.34
20240424091003,4.02
20240424092003,4.66
20240424093003,5.42
20240424094003,22.93
20240424095003,39.59
20240424100003,41.46
20240424101003,36.39
20240424102003,33.8
20240424103003,24.92
20240424104003,75.09
20240424105003,44.71
20240424110003,14.75
20240424111003,4.35
20240424112003,3.73
20240424113003,1.75
20240424114003,4
20240424115003,3.39
20240424120003,2.13
20240424121003,6.43
20240424122003,5.41
20240424123003,4.29
20240424124003,3.86
20240424125003,8.63
20240424130003,7.85
20240424131003,6.05
20240424132003,3.37
20240424133003,2.44
20240424134003,2.88
20240424135003,2.89
20240424140003,3.58
20240424141003,3.86
20240424142003,26.22
20240424143003,28.8
20240424144003,66.43
20240424145003,22.4
20240424150003,3.31
20240424151003,1.9
20240424152003,5.74
20240424153003,23.94
20240424154003,25.12
20240424155003,14.38
20240424160003,1.82
20240424161003,2.04
20240424162003,1.14
20240424163003,0.74
20240424164003,0.77
20240424165003,1.26
20240426090003,221.32
20240426091003,163.36
20240426092003,165.18
20240426093003,227.4
20240426094003,339.59
20240426095003,702.86
20240426100003,601.61
20240426101003,295.32
20240426102003,274.33
20240426103003,337.73
20240426104003,203.32
20240426105003,174.96
20240426110003,110.85
20240426111003,66.45
20240426112003,50.09
20240426113003,54.49
20240426114003,51.28
20240426115003,38.75
20240426120003,51.78
20240426121003,72.9
20240426122003,60.18
20240426123003,62.74
20240426124003,53.49
20240426125003,51.04
20240426130003,55.85
20240426131003,63.66
20240426132003,55.02
20240426133003,64.84
20240426134003,44.53
20240426135003,27.72
20240426140003,18.59
20240426141003,21.55
20240426142003,15.2
20240426143003,15.35
20240426144003,25.19
20240426145003,47.5
20240426150003,30.95
20240426151003,34.29
20240426152003,15.18
20240426153003,8.21
20240426154003,10.04
20240426155003,16.91
20240426160003,14.67
20240426161003,11.28
20240426162003,11.52
20240426163003,12.24
20240426164003,11.66
20240426165003,11.18
20240428090003,275.81
20240428091003,588.51
20240428092003,194.83
20240428093003,39.46
20240428094003,21.49
20240428095003,25.65
20240428100003,39.09
20240428101003,143.12
20240428102003,486.22
20240428103003,597.8
20240428104003,1286.22
20240428105003,746.45
20240428110003,1057.93
20240428111003,1342.29
20240428112003,1224.21
20240428113003,497.66
20240428114003,336.56
20240428115003,330.28
20240428120003,421.54
20240428121003,393.42
20240428122003,262.11
20240428123003,311.14
20240428124003,291.22
20240428125003,144.28
20240428130003,95.82
20240428131003,83.69
20240428132003,81.07
20240428133003,60.61
20240428134003,48.67
20240428135003,49.83
20240428140003,43.97
20240428141003,44.43
20240428142003,51.25
20240428143003,131.27
20240428144003,168.67
20240428145003,164.72
20240428150003,231.8
20240428151003,438.91
20240428152003,237.49
20240428153003,126.68
20240428154003,113.31
20240428155003,135.91
20240428160003,156.39
20240428161003,78.14
20240428162003,40.28
20240428163003,29.18
20240428164003,26.72
20240428165003,31.06
20240429090003,787.4
20240429091003,1088.57
20240429092003,1434.16
20240429093003,1487.23
20240429094003,1511.72
20240429095003,1518.57
20240429100003,1573.65
20240429101003,1618.69
20240429102003,1750.42
20240429103003,1722.93
20240429104003,1861.22
20240429105003,448.29
20240429110003,365.07
20240429111003,1673.62
20240429112003,1723.92
20240429113003,1717.21
20240429114003,1687.01
20240429115003,1672.96
20240429120003,1641.92
20240429121003,1641.84
20240429122003,1622.99
20240429123003,1632.05
20240429124003,1640.66
20240429125003,1603.95
20240429130003,1539.63
20240429131003,1491
20240429132003,1446.59
20240429133003,1385.97
20240429134003,1289.4
20240429135003,1232.76
20240429140003,1117.29
20240429141003,980.06
20240429142003,896.43
20240429143003,768.62
20240429144003,641.5
20240429145003,442.1
20240429150003,427.24
20240429151003,406.36
20240429152003,369.61
20240429153003,329.59
20240429154003,235.2
20240429155003,197.14
20240429160003,284.41
20240429161003,157.88
20240429162003,96.39
20240429163003,81.44
20240429164003,41.13
20240429165003,29.04
20240619090003,652.12
20240619091003,998.98
20240619092003,1223.51
20240619093003,1326.24
20240619094003,1312.15
20240619095003,1375.61
20240619100003,1383.21
20240619101003,1375.12
20240619102003,1494.46
20240619103003,1390.16
20240619104003,1213.87
20240619105003,1227.25
20240619110003,1466.53
20240619111003,1404.93
20240619112003,1583.74
20240619113003,1278.04
20240619114003,1597.65
20240619115003,1551.53
20240619120003,1534.33
20240619121003,1496.13
20240619122003,1473.56
20240619123003,1541.64
20240619124003,984.18
20240619125003,1432.64
20240619130003,1505.06
20240619131003,605.29
20240619132003,936.4
20240619133003,684.75
20240619134003,908.88
20240619135003,782.97
20240619140003,1053.56
20240619141003,152.96
20240619142003,127.57
20240619143003,125.44
20240619144003,42.61
20240619145003,23.49
20240619150003,18.51
20240619151003,5.78
20240619152003,5.36
20240619153003,3.86
20240619154003,3.32
20240619155003,1.56
20240619160003,0.78
20240619161003,0.49
20240619162003,0.46
20240619163003,0.52
20240619164003,0.58
20240619165003,0.88
20240425090004,41.37
20240425091004,83.62
20240425092004,73.55
20240425093004,49.3
20240425094004,39.49
20240425095004,64.38
20240425100004,125.05
20240425101004,286.8
20240425102004,591.66
20240425103004,739.8
20240425104004,327.66
20240425105004,169.61
20240425110004,112.46
20240425111004,218.16
20240425112004,188.7
20240425113004,91.33
20240425114004,75.83
20240425115004,351.19
20240425120004,960.5
20240425121004,504.3
20240425122004,509.4
20240425123004,984.01
20240425124004,673.09
20240425125004,1011.64
20240425130004,641.53
20240425131004,613.25
20240425132004,803.29
20240425133004,544.11
20240425134004,469.93
20240425135004,251.09
20240425140004,649.79
20240425141004,457.36
20240425142004,767.79
20240425143004,241.54
20240425144004,139.66
20240425145004,24
20240425150004,5.09
20240425151004,2.38
20240425152004,2.15
20240425153004,2.88
20240425154004,1.87
20240425155004,1.01
20240425160004,3.15
20240425161004,2.79
20240425162004,1.6
20240425163004,1.78
20240425164004,1.36
20240425165004,2.72
20240427090004,124.59
20240427091004,78.15
20240427092004,59.77
20240427093004,62.17
20240427094004,75.32
20240427095004,86.54
20240427100004,59.28
20240427101004,77.9
20240427102004,131.41
20240427103004,172.06
20240427104004,177.14
20240427105004,188.77
20240427110004,191.83
20240427111004,193.55
20240427112004,165.81
20240427113004,162.24
20240427114004,137.83
20240427115004,107.39
20240427120004,106.5
20240427121004,150.15
20240427122004,149.47
20240427123004,126.34
20240427124004,90.01
20240427125004,82.59
20240427130004,199.06
20240427131004,228.23
20240427132004,125.75
20240427133004,246.33
20240427134004,485.53
20240427135004,366.99
20240427140004,298.9
20240427141004,304.58
20240427142004,248.85
20240427143004,171.47
20240427144004,203.35
20240427145004,171.44
20240427150004,265.39
20240427151004,216.5
20240427152004,134.8
20240427153004,90.94
20240427154004,74.05
20240427155004,82.01
20240427160004,95.01
20240427161004,93.94
20240427162004,51.06
20240427163004,15.84
20240427164004,43.81
20240427165004,38.87
20240503090004,272.98
20240503091004,400.32
20240503092004,421.37
20240503093004,345.51
20240503094004,303.4
20240503095004,312.88
20240503100004,258.88
20240503101004,303.62
20240503102004,214.96
20240503103004,186.48
20240503104004,116.02
20240503105004,85.49
20240503110004,89.94
20240503111004,100.78
20240503112004,137.72
20240503113004,182.88
20240503114004,234.71
20240503115004,295.77
