Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240118132002,1.52,1010.14,34.93,21.03,105966.03,1751.85
20240118133002,0.68,1009.94,37.72,18.5,111333.29,1843.47
20240118134002,1.52,1009.8,35.54,20.45,108576.16,1841.89
20240118135002,1.19,1009.6,35.36,20.62,104515.05,1782.94
20240118140002,1.55,1009.58,35.06,21.55,99804,1707.27
20240118141002,1.7,1009.53,35.92,20.71,95591.41,1622.82
20240118142002,2.13,1009.46,34,22.55,91175.95,1538.14
20240118143002,2.15,1009.37,33.9,22.74,86605.42,1425.98
20240118144002,1.93,1009.36,33.82,23.33,81859.51,1307.56
20240118145002,2.19,1009.32,33.47,24.08,76475.72,1172.24
20240118150002,2.35,1009.32,32.63,24.25,71511.67,1034.58
20240118151002,2.12,1009.33,32.51,25.54,65832.78,894.35
20240118152002,1.81,1009.43,32.74,25.85,60516.77,766.2
20240118153002,2.06,1009.56,32.23,27.45,55334.58,618.73
20240118154002,1.98,1009.65,31.49,29.91,49807.76,456
20240118155002,1.6,1009.64,31.57,30.1,44053.38,232.15
20240118160002,1.37,1009.65,30.98,31.43,38566.73,105.23
20240118161002,1.03,1009.69,31.23,30.87,33534.83,33.32
20240118162002,0.61,1009.74,30.96,33,29189.08,23.75
20240118163002,1.26,1009.8,28.42,40.5,12855.17,18.94
20240118164002,0.97,1009.92,26.01,48.43,6413.58,9.58
20240118165002,0.4,1010,25.63,50.45,4541.42,4.78
20240119090002,1.2,1012.72,25.92,48.89,35418.24,246.21
20240119091002,1.5,1012.69,26.7,46.92,33782.66,223.68
20240119092002,1.1,1012.7,27.78,44.72,36251,257.33
20240119093002,1.64,1012.63,28.32,43.16,39173.44,300.15
20240119094002,1.24,1012.51,28.04,44.94,41934.21,345.19
20240119095002,1.69,1012.45,28.72,42.78,45105.87,395.98
20240119100002,1.4,1012.3,29.14,39.83,48006.03,442.79
20240119101002,1.24,1012.26,29.84,38.33,46648.67,416.66
20240119102002,0.95,1012.11,31.08,36.57,49533.37,468.61
20240119103002,0.77,1011.93,35.09,29.62,92836.08,1541.67
20240119104002,0.98,1011.77,37.31,24.88,94424.58,1520.08
20240119105002,1.18,1011.6,36.39,26.1,88803.54,1398.28
20240119110002,1.77,1011.4,35.44,27.96,85918.11,1320.89
20240119111002,0.57,1011.15,39.67,22.58,113178.86,1971.04
20240119112002,0.8,1010.96,40.02,21.79,92656.04,1503.48
20240119113002,0.6,1010.74,39.75,22.5,95273.72,1535.87
20240119114002,1.04,1010.52,39.44,23.15,74311.56,1046.2
20240119115002,0.6,1010.35,39.98,22.81,106078.69,1773.31
20240119120002,1.02,1010.17,38.9,23.6,109753.84,1906.59
20240119121002,0.8,1010.02,36.08,27.34,69750.64,915.01
20240119122002,1.31,1009.87,35.26,29.44,70951.05,951.76
20240119123002,1.44,1009.75,33.84,32.61,65918.54,827.76
20240119124002,1,1009.65,34.27,32.47,63013.71,771.91
20240119125002,1.38,1009.58,36.25,29.51,101876.7,1727.07
20240119130002,0.8,1009.49,36.27,29.53,90946.85,1484.55
20240119131002,1.52,1009.48,34.02,33.46,65042.92,823.49
20240119132002,0.93,1009.31,33.78,34.43,89913.28,1465.06
20240119133002,1.83,1009.21,32.19,37.32,60756.93,727.95
20240119134002,1.67,1009.23,30.67,40.96,56852.72,631.81
20240119135002,1.47,1009.18,32.16,38.3,57241.05,668.16
20240119140002,1.87,1009.08,32.58,37.66,84073.19,1374.83
20240119141002,1.35,1009.04,33.39,35.8,58997.15,713.81
20240119142002,1.36,1009.05,33.98,34.96,80646.98,1282.22
20240119143002,1.45,1009.02,33.25,35.92,48063.17,477.58
20240119144002,1.34,1008.94,33.61,34.93,76775.07,1194.26
20240119145002,0.71,1008.88,32.8,36.17,40620.6,334.79
20240119150002,0.88,1009,30.35,40.79,28052.69,157.73
20240119151002,0.87,1008.97,29.13,44.1,24287.83,118.68
20240119152002,0.61,1009.02,28.94,45.21,22358.23,101.75
20240119153002,0.42,1009.06,28.91,45.01,19032.68,72.93
20240119154002,0.61,1009.08,28.58,45.75,19624.17,79.13
20240119155002,0.42,1009.11,29.26,44.4,19676.25,74.83
20240119160002,0.33,1009.17,28.89,45.42,19919.48,67.09
20240119161002,1.02,1009.27,28.75,47.14,17627.22,50.55
20240119162002,1.07,1009.39,26.26,54.68,11110.7,24.79
20240119163002,0.39,1009.41,25.85,56.68,8375.21,14.53
20240119164002,0.38,1009.46,25.49,58.18,8212.87,15.24
20240119165002,0.38,1009.51,25.22,58.93,5851.08,7.67
20240120090002,1.73,1010.3,27.08,51.23,44018.58,416.27
20240120091002,1.29,1010.34,27.91,49.56,70865.82,1097.18
20240120092002,1.14,1010.25,33.49,36.72,93273.98,1650.94
20240120093002,0.88,1010.24,36.07,31.57,99474.63,1775.44
20240120094002,1.55,1010.2,36.22,30.54,102155.53,1807.95
20240120095002,1.46,1010.08,36.42,29.06,105795.12,1861.27
20240120100002,1.6,1010.02,36.51,28.01,108359.19,1903.75
20240120101002,1.55,1009.91,37.32,26.53,111510.1,1932.37
20240120102002,1.47,1009.82,38.26,25.02,114696.52,1949.81
20240120103002,1.24,1009.74,38.04,26.1,117446.62,1987.77
20240120104002,0.8,1009.6,39.69,24.16,117758.2,1996.61
20240120105002,0.55,1009.4,42.2,21.48,115540.86,1931.3
20240120110002,0.68,1009.22,42.99,20.37,101456.18,1619.57
20240120111002,0.51,1009.04,40.05,24.09,96545.87,1565.23
20240120112002,0.36,1008.93,44.66,19.34,113370.23,1987.73
20240120113002,1.69,1008.78,41.92,22.3,86024.79,1267.58
20240120114002,1.12,1008.62,35.59,31.27,69725.26,910.92
20240120115002,0.67,1008.44,36.23,30.57,59012.97,674.74
20240120120002,1.5,1008.32,32.71,37.62,35901.25,255.68
20240120121002,1.95,1008.24,29.59,46.02,30050.42,174.89
20240120122002,1.87,1008.04,30.6,44.3,45014.34,400.49
20240120123002,1.33,1007.81,32.99,39.17,74038.25,1060.94
20240120124002,1.16,1007.56,40.38,26.67,117476.45,2150.23
20240120125002,1.28,1007.46,36.26,32.19,47266.02,430.76
20240120130002,0.7,1007.29,37.17,31.3,90192.7,1493.33
20240120131002,1.59,1007.2,40.05,26.74,102169.41,1734.48
20240120132002,0.82,1007.14,40.27,26.75,100205.13,1693.68
20240120133002,1.02,1007.09,37.47,30.64,48524.77,508.17
20240120134002,0.91,1007.12,33.49,37.29,30425.83,187.12
20240120135002,1.97,1007.16,29.98,45.29,25332.19,127.27
20240120140002,1.93,1007.15,28.83,51,19272.04,76.1
20240120141002,2.13,1007.13,27.52,56.22,17839.63,65.91
20240120142002,1.44,1007.12,28.3,53.9,21263.25,95.43
20240120143002,1.34,1007.2,28.44,53.61,21104.33,87.7
20240120144002,1.12,1007.29,28.66,53.64,24004.67,115.62
20240120145002,1.36,1007.32,28.66,54.32,19714.5,81.4
20240120150002,0.6,1007.37,28.68,53.99,22281.56,102.94
20240120151002,0.96,1007.42,29.26,52.17,32478.15,219.12
20240120152002,1.55,1007.54,28.5,54.11,24271.76,128.35
20240120153002,0.94,1007.62,28.28,53.92,15069.06,45.06
20240120154002,1.1,1007.59,28.2,54.2,10761.2,23.19
20240120155002,0.72,1007.68,27.49,56.96,9457.5,17.95
20240120160002,1.41,1007.8,26.49,61,11200,26.33
20240120161002,1.25,1007.89,26.4,61.98,10213.12,22
20240120162002,0.41,1007.94,26.56,61.73,9070.1,17.5
20240120163002,0.76,1008.05,26.18,62.86,6936.25,9.79
20240120164002,1.33,1008.17,25.17,66.78,2530.46,1.15
20240120165002,1.04,1008.27,24.88,67.2,2023,0.68
20240121090002,0.93,1015.96,19.02,75.53,7652.13,11.76
20240121091002,1.81,1016.07,19.08,69.65,9883.7,19.47
20240121092002,1.45,1016.15,19.36,68.23,9993.69,20.04
20240121093002,2.02,1016.26,19.56,66.46,12223.89,29.8
20240121094002,2.11,1016.32,19.58,65.5,11373.61,26.01
20240121095002,2.96,1016.35,19.61,65.25,13684.17,36.64
20240121100002,2.68,1016.3,19.9,63.51,15175.1,45.78
20240121101002,2.97,1016.25,20.27,61.8,18626.66,68.76
20240121102002,2.65,1016.18,21,59.03,23220.12,107.33
20240121103002,2.26,1016.11,21.5,57.84,25304.79,126.15
20240121104002,2.1,1015.93,21.9,56.82,25793.57,133.96
20240121105002,2.09,1015.67,22.73,53.94,30386.25,186.89
20240121110002,1.63,1015.46,23.53,52.07,30629.75,192.33
20240121111002,2.41,1015.27,23.28,52.55,25012.71,131.59
20240121112002,1.33,1015.16,22.79,53.84,20901.94,91.42
20240121113002,2.29,1014.99,22.49,55.42,16677.38,58.3
20240121114002,2.73,1014.91,20.66,62.2,11655.5,28.68
20240121115002,2.62,1014.74,20.01,64.31,7035.92,10.08
20240121120002,3.55,1014.66,19.43,66.04,4720.59,4.25
20240121121002,3.38,1014.61,19.03,67.49,4904.41,4.24
20240121122002,3.49,1014.54,19.07,67.3,5197.69,4.72
20240121123002,2.17,1014.45,19.1,67.06,5116.75,4.55
20240121124002,1.4,1014.38,19.28,67.65,4717.83,3.85
20240121125002,0.73,1014.42,19.06,70.07,4420.28,3.51
20240121130002,0.66,1014.28,18.78,73.34,5002.08,4.64
20240121131002,0.28,1014.21,18.44,75.72,5581.67,5.59
20240121132002,1.54,1014.11,18.38,74.03,6039.76,6.75
20240121133002,2.74,1013.97,18.44,72.16,5503.06,5.61
20240121134002,2.4,1013.98,18.65,70.62,6755.33,7.72
20240121135002,2.49,1013.94,18.71,69.25,6226.83,7.34
20240121140002,1.59,1013.87,19,68.7,5862.58,6.52
20240121141002,0.6,1013.84,19,70.78,5914,6.66
20240121142002,0.69,1013.73,18.97,71.14,5394.5,5.72
20240121143002,0.98,1013.71,19.08,71.4,5024.91,4.98
20240121144002,0.83,1013.73,19.13,72.88,4787.83,4.52
20240121145002,0.73,1013.82,19.12,73.77,4394.33,3.85
20240121150002,0.95,1013.97,19.14,72.66,4289.5,3.58
20240121151002,1.37,1014.13,18.97,72.84,3325.46,2.08
20240121152002,0.87,1014.2,18.71,74.46,2756.76,1.39
20240121153002,1.03,1014.4,18.3,76.22,2050,0.82
20240121154002,0.79,1014.56,17.71,80.28,1622.75,0.47
20240121155002,1.01,1014.64,17.54,82.25,1878.83,0.65
20240121160002,1.13,1014.76,17.42,84.26,1611.11,0.5
20240121161002,0.6,1014.93,17.4,83.84,1596.2,0.49
20240121162002,0.49,1015.04,17.44,82.57,1182.92,0.26
20240121163002,0.64,1015.21,17.51,82.32,958.17,0.16
20240121164002,1.26,1015.31,17.23,83.15,729.35,0.08
20240121165002,0.9,1015.4,17.26,83.23,428.67,0.02
20240122090002,0.5,1017.3,36.11,27.67,100930.46,1903.57
20240122091002,1.15,1017.44,36.86,25.3,94247.53,1703.94
20240122092002,1.6,1017.62,29.48,36.98,51137.94,572.26
20240122093002,1.39,1017.68,29.9,35.44,74574.98,1158.04
20240122094002,0.4,1017.68,31.02,33.64,56242.55,648.63
20240122095002,0.5,1017.66,28.89,36.3,28137.43,170.57
20240122100002,0.69,1017.65,24.41,47.51,12194.83,36.5
20240122101002,1.77,1017.64,22.36,53.91,8856.76,19.15
20240122102002,3.5,1017.62,20.56,58.66,6873.42,10.63
20240122103002,4.06,1017.55,20.03,62.28,6651,9.63
20240122104002,2.96,1017.4,20.35,60.68,10383.67,22.26
20240122105002,3.28,1017.33,20.42,59.36,12308,31.85
20240122110002,3.37,1017.15,20.23,59.34,8981.98,16.44
20240122111002,4.09,1017.12,20.01,60.19,11683,26.47
20240122112002,4.43,1016.99,19.99,59.35,13485.58,34.26
20240122113002,3.73,1016.82,20.11,57.81,14197.08,37.99
20240122114002,3.41,1016.61,19.96,57.92,11351,25.05
20240122115002,3.16,1016.38,20.33,57.4,16163.92,52.3
20240122120002,3.34,1016.08,21.02,54.4,21343.42,92.45
20240122121002,3.15,1015.87,21.17,54.08,18891.67,71.61
20240122122002,3.88,1015.74,20.64,56.64,17309.42,60.71
20240122123002,3.57,1015.64,20.15,59.48,18988.83,70.78
20240122124002,5.87,1015.51,19.6,61.62,17007.83,58.04
20240122125002,4.68,1015.44,19.64,61.26,15913.08,51.49
20240122130002,4.92,1015.36,19.68,61.06,17103.17,60.2
20240122131002,4.42,1015.19,20.11,60.02,25515.92,138.12
20240122132002,4.28,1015.08,20.75,57.41,23478.43,114.86
20240122133002,4.97,1015.08,19.93,59.85,16696.58,58.22
20240122134002,3.73,1014.98,19.85,58.84,13066.42,35.33
20240122135002,4.49,1014.85,19.69,58.68,13876.17,39.51
20240122140002,4.73,1014.87,19.34,58.63,14921.79,44.88
20240122141002,4.85,1014.83,19.2,59.99,14250.6,41.85
20240122142002,4.58,1014.84,19.53,58.74,16366.46,54.38
20240122143002,5.05,1014.94,19.26,59.49,13830.73,39.04
20240122144002,5.36,1014.93,19.04,60.53,13342.6,36.41
20240122145002,4.53,1014.97,18.99,60.68,10712.04,23.8
20240122150002,3.76,1014.98,18.83,62.03,10252.92,21.4
20240122151002,4.3,1015.09,18.64,61.91,7528.75,11.25
20240122152002,3.7,1015.16,18.46,63.29,6520.33,8.55
20240122153002,3.66,1015.27,18.23,62.7,6010.62,7.16
20240122154002,3.63,1015.38,18.17,62.56,4573.33,4.19
20240122155002,4.06,1015.36,17.89,63.39,3099.44,1.9
20240122160002,3.47,1015.52,17.79,63.35,2932.74,1.72
20240122161002,3.7,1015.66,17.59,64.56,2272.62,1.01
20240122162002,4.24,1015.71,17.48,65.38,1791.11,0.62
20240122163002,4.54,1015.83,17.27,64.88,1326.39,0.33
20240122164002,4.84,1016,17.12,65.42,981.25,0.18
20240122165002,4.54,1016.12,17.04,65.38,837.25,0.13
20240123100002,0.2,1021.24,18.29,63.47,25021.08,131.81
20240123101002,1.35,1021.28,17.93,61,23147.42,115.05
20240123102002,0.6,1021.46,18.68,57.22,22009,109.79
20240123103002,1.42,1021.36,16.66,59.22,15583.25,53.64
20240123104002,3.24,1021.34,14.18,63.89,14473.92,46.59
20240123105002,1.54,1021.21,14.26,63.04,14288.06,40.38
20240123110002,0.63,1021.05,15.42,61.18,15433.92,46.73
20240123111002,0.3,1020.89,17.31,57.01,22591.92,107.07
20240123112002,0.34,1020.84,18.83,52.76,21955.92,99.42
20240123113002,0.71,1020.58,18.86,53.78,24812.83,126.26
20240123114002,0.3,1020.35,18.94,54.5,21613.92,94.83
20240123115002,0.23,1020.39,17.86,57.48,23128.83,111.18
20240123120002,1.01,1020.32,18.08,56.58,19265.58,80.84
20240123121002,0.78,1020.19,17.63,63.29,20132.5,85.22
20240123122002,1.58,1020.09,16.29,69.26,25892.08,137.16
20240123123002,1.39,1020.04,15.96,70.89,19713.02,77.02
20240123124002,1.76,1019.8,15.19,72.34,13853.89,36.82
20240123125002,1.1,1019.65,15.22,72.59,14440.17,40.74
20240123130002,1.38,1019.6,15.13,76.27,16458.83,55.61
20240123131002,0.68,1019.43,15.73,77.17,16694.42,58.53
20240123132002,1.39,1019.31,15.16,78.75,13215.58,35.27
20240123133002,1.25,1019.24,14.37,81.61,10574.84,22.52
20240123134002,0.8,1019.15,13.98,82.78,8576.83,14.95
20240123135002,0.45,1019.09,13.94,83.64,7239.91,10.12
20240123140002,0.49,1018.97,13.9,83.02,6891.3,9.25
20240123141002,0.33,1019.03,13.8,82.71,6139.58,7.44
20240123142002,0.26,1019.1,13.69,82.09,6046.25,6.98
20240123143002,0.49,1018.96,13.93,80.54,7017.4,9.55
20240123144002,0.06,1019.14,14.02,79.71,4899.92,4.61
20240123145002,0.64,1019.11,13.95,78.85,4693.83,4.18
20240123150002,0.46,1019.12,13.96,78.55,4817.22,4.45
20240123151002,2.25,1019.12,13.51,78.79,3994.17,3
20240123152002,1.62,1019.22,13.33,79.78,3098.66,1.74
20240123153002,1.27,1019.31,13.29,80.14,2712.75,1.41
20240123154002,0.43,1019.39,13.31,81.13,2639.5,1.29
20240123155002,1.49,1019.5,13.24,80.49,2367.78,1.03
20240123160002,1.43,1019.6,13.06,81.04,1884.17,0.66
20240123161002,1.33,1019.62,12.93,80.91,1570.56,0.44
20240123162002,1.46,1019.62,12.87,80.28,1357.5,0.33
20240123163002,1.28,1019.75,12.8,80.23,1030.65,0.19
20240123164002,1.56,1019.99,12.71,80.3,697.17,0.08
20240123165002,1.01,1020.18,12.67,80.19,450.09,0.03
20240124090002,0.06,1024.13,13.45,70.32,6738.67,9.3
20240124091002,0.05,1024.2,13.95,67.21,7362.33,11.13
20240124092002,0.05,1024.24,14.28,65.57,7462.42,11.59
20240124093002,0.51,1024.2,14.52,65.25,9679.25,19.22
20240124094002,0.2,1024.2,15.1,63.2,9498.25,18.88
20240124095002,0.02,1024.15,15.38,61.26,11240.17,25.95
20240124100002,0.19,1024.13,15.85,58.94,9713.25,19.93
20240124101002,0.34,1024.2,15.29,62.73,9742.67,19.53
20240124102002,0.6,1024.14,15.18,64.29,9702.83,19.63
20240124103002,0.11,1024.05,15.1,63.95,10510.17,22.77
20240124104002,0.05,1024,15.42,62.86,9680.75,19.53
20240124105002,0.39,1023.9,15.81,59.34,10495.08,22.59
20240124110002,0.04,1023.79,16.03,56.88,11037.42,25.5
20240124111002,0.24,1023.62,16.45,55.56,13084.83,35.29
20240124112002,0.53,1023.46,16.68,53.41,12701.33,33.98
20240124113002,0.24,1023.28,16.94,53.07,13352.78,38.23
20240124114002,0.38,1023.04,17.05,51.8,14574.75,46.22
20240124115002,0.29,1022.72,17.68,49.58,19933.75,86.43
20240124120002,0.38,1022.47,18.14,47.79,23435.67,116.52
20240124121002,0.45,1022.24,18.26,47.24,25333.83,139.81
20240124122002,0.39,1021.96,19.67,44.61,34430.91,246.94
20240124123002,0.22,1021.76,21.26,41.29,33221.67,225.62
20240124124002,0.34,1021.58,21.33,40.43,32815.92,217.65
20240124125002,0.89,1021.49,19.83,43.04,25166.17,132.02
20240124130002,0.85,1021.43,17.71,48.06,19934.08,83.31
20240124131002,0.33,1021.22,17.46,49.67,14488,44.39
20240124132002,0.13,1020.95,18.06,48.71,15681.42,50.48
20240124133002,0.29,1020.78,18.31,48.13,19071.5,74.53
20240124134002,0.37,1020.62,17.77,49.15,15015.67,47.61
20240124135002,0.22,1020.55,17.34,50.58,13026.67,35.68
20240124140002,0.37,1020.49,16.9,51.88,10504.5,23.38
20240124141002,0.4,1020.46,16.55,53.2,8793.33,16.03
20240124142002,0.19,1020.41,16.02,55.01,7477,11.66
20240124143002,0.23,1020.34,15.9,55.93,7015.75,10.26
20240124144002,0.34,1020.25,15.66,56.43,6533.67,8.83
20240124145002,0.32,1020.25,15.54,56.89,6092.08,7.63
20240124150002,0.02,1020.23,15.49,56.88,5492.92,6.28
20240124151002,0.09,1020.2,15.38,57.37,5697.87,6.64
20240124152002,0.11,1020.2,15.46,57.46,5497.83,6.18
20240124153002,0.1,1020.24,15.32,58.61,4798.17,4.69
20240124154002,0.25,1020.29,15.02,59.48,4376.42,3.93
20240124155002,0.1,1020.27,15.09,59.98,3934.84,3.17
20240124160002,0,1020.34,15.04,60.55,3639.83,2.7
20240124161002,0,1020.46,14.9,61.66,2925.75,1.74
20240124162002,0,1020.61,14.62,62.42,2238.89,1.05
20240124163002,0.12,1020.7,14.5,63.4,1845.92,0.73
20240124164002,0.02,1020.76,14.37,63.98,1570,0.52
20240124165002,0.24,1020.86,14.07,64.76,1082.19,0.24
20240126090002,0.63,1023.04,14.51,92.55,3979.92,8.08
20240126091002,0.29,1023.11,14.61,92.29,4075.65,8.44
20240126092002,0.03,1023.11,14.91,92.27,4967.87,12.4
20240126093002,0.05,1023.11,15.12,91.82,5294.08,14.74
20240126094002,0.15,1023.1,15.27,91.57,5679.5,17.4
20240126095002,0.25,1022.98,15.66,90.76,6747.33,25.93
20240126100002,0.02,1022.97,15.9,90.07,7275.58,31.07
20240126101002,0,1022.94,16.12,89.16,7773.42,34.64
20240126102002,0.35,1022.87,16.07,88.79,8240.93,37.72
20240126103002,0.44,1022.69,16.47,87.32,10185.65,58.49
20240126104002,0.34,1022.55,16.87,86.89,9890.92,53.17
20240126105002,0.47,1022.33,16.65,85.47,9528.92,47.24
20240126110002,0,1022.19,16.65,86.67,9595.37,46.55
20240126111002,0,1022.02,17.07,85.3,11930.09,69.57
20240126112002,0.06,1021.81,17.81,82.36,15965.73,122.39
20240126113002,0.26,1021.55,19.2,80.05,20765.42,183.04
20240126114002,0.27,1021.42,20.04,79.96,20758.65,155.52
20240126115002,0.17,1021.24,19.81,77.75,20175,131.68
20240126120002,0.41,1021.03,20.09,73.78,23658.21,167.02
20240126121002,0.71,1020.77,20.65,72.53,33703.96,275.54
20240126122002,0.42,1020.61,20.7,71.18,29414.5,199.56
20240126123002,0.05,1020.39,21.07,72.09,31233.02,196.7
20240126124002,0.46,1020.23,20.68,67.7,25450.71,132.92
20240126125002,0.92,1020.15,19.47,63.98,22858.44,106.64
20240126130002,0.48,1020.05,19.32,64.73,18528.5,70.82
20240126131002,0.26,1019.92,19.47,64.02,17726.25,65.09
20240126132002,0.29,1019.75,19.6,64.48,15297.64,48.38
20240126133002,0.85,1019.71,19.06,62.78,14184.58,41.37
20240126134002,0.57,1019.55,18.7,63.96,12601.76,33.08
20240126135002,0.05,1019.5,18.25,67.37,10832.98,24.54
20240126140002,0.61,1019.4,18.44,65.56,11103.93,25.46
20240126141002,0.75,1019.45,17.51,69.26,9662.4,19.17
20240126142002,0.44,1019.37,17.74,68.4,10781.39,23.91
20240126143002,0.33,1019.29,18.09,68.6,10455.19,22.78
20240126144002,0.09,1019.28,18.4,67.31,11000.33,25.21
20240126145002,0.39,1019.23,17.74,69.06,8940.21,16.55
20240126150002,0.31,1019.21,17.74,69.24,7789.5,12.47
20240126151002,0.2,1019.23,17.51,70.35,6741.33,9.25
20240126152002,0.03,1019.31,17.33,71.73,5344.25,5.55
20240126153002,0.1,1019.37,17.05,73.01,3647.74,2.66
20240126154002,0.06,1019.48,16.7,74.7,2597.14,1.26
20240126155002,0,1019.51,16.63,75.36,2745.25,1.39
20240126160002,0,1019.5,16.47,76.86,2417,1.12
20240126161002,0,1019.5,16.35,77.88,2412.17,1.12
20240126162002,0.02,1019.53,16.25,77.2,1869.42,0.68
20240126163002,0.05,1019.5,16.13,77.14,1638.5,0.51
20240126164002,0,1019.67,16.01,78.03,1173.83,0.26
20240126165002,0,1019.8,15.9,79.1,743.25,0.1
20240127090002,0.02,1020.71,18.89,84.41,14285.67,62.17
20240127091002,0.05,1020.75,19.06,83.65,13538.67,51.35
20240127092002,0.21,1020.86,19.04,84.32,11677.58,36.94
20240127093002,0,1021.11,19.69,83.78,12073.5,41.64
20240127094002,0.21,1020.98,21.32,77.89,27598,193.91
20240127095002,0.02,1020.86,23.04,73.18,30514.42,197.85
20240127100002,0.08,1020.77,23.7,68.68,24766.58,134.18
20240127101002,0.31,1020.88,21.96,64.54,17110.58,62.19
20240127102002,0.59,1020.88,20.51,64.74,19807.92,81.82
20240127103002,1.01,1020.82,20.91,62.06,24544.92,127.52
20240127104002,1.36,1020.78,21.1,59.76,25836,139.11
20240127105002,2.2,1020.71,19.59,63.12,21806.33,95.81
20240127110002,0.57,1020.46,20.02,63.6,18314.92,72.02
20240127111002,0.71,1020.35,19.68,64.69,10821,24.06
20240127112002,0.8,1020.2,18.79,68.57,9524.42,18.03
20240127113002,1.55,1020.06,18.15,70.85,11124,24.44
20240127114002,1.23,1019.8,18.65,69.49,15610.17,48.25
20240127115002,2.28,1019.53,18.94,68.35,19440.08,74.82
20240127120002,1.52,1019.43,19.09,67.66,17088.92,58.25
20240127121002,1.41,1019.2,19.82,65.04,18591.33,69.06
20240127122002,0.5,1019.01,20.59,63.18,17517.84,61.79
20240127123002,0.52,1018.83,20.12,63.51,13325.93,35.12
20240127124002,0.36,1018.73,20.12,63.52,11741,26.81
20240127125002,0.8,1018.55,18.93,67.16,10377.83,20.18
20240127130002,1.18,1018.31,18.95,67.27,9954.5,18.84
20240127131002,1.55,1018.3,18.31,69.11,9946.42,18.59
20240127132002,1.12,1018.25,18.42,69.24,10267.42,19.66
20240127133002,1.21,1018.13,18.42,69.4,8543.58,13.74
20240127134002,1.06,1017.97,18.34,70.01,10375.75,20.58
20240127135002,0.9,1017.97,18.38,70.35,9875.08,18.7
20240127140002,1.26,1017.95,17.99,72.46,8793.83,15.45
20240127141002,0.57,1018.04,17.74,73.44,5567.5,5.3
20240127142002,1.2,1017.93,17.89,73.21,7382.42,9.97
20240127143002,0.64,1017.91,17.77,74.28,5956.5,6.61
20240127144002,0.62,1017.86,17.89,73.94,6544.5,8.04
20240127145002,0.44,1017.87,17.63,74.78,4520.83,3.78
20240127150002,0.29,1017.85,17.18,77.92,3814.17,2.55
20240127151002,0.73,1017.84,17.1,78.33,4875.42,4.26
20240127152002,0.37,1017.93,16.84,79.54,3329.67,1.96
20240127153002,0.76,1017.91,16.4,82.88,3866.08,2.99
20240127154002,0.96,1017.94,15.77,87.15,5073.92,4.72
20240127155002,0.18,1017.99,15.82,88.6,3513.25,2.46
20240127160002,0.22,1018.04,15.74,89.65,2603.58,1.4
20240127161002,0.04,1018.12,15.81,90.37,2761.08,1.53
20240127162002,0.08,1018.1,15.75,90.28,2330.67,1.15
20240127163002,0.07,1018.13,15.84,90.98,2334.33,1.12
20240127164002,0,1018.14,15.74,91.32,1642,0.56
20240127165002,0.06,1018.24,15.53,91.38,824.25,0.13
20240129090002,1.4,1021.15,19.6,69.35,21446.76,89.16
20240129091002,1.55,1021.12,20.38,65.79,28043.12,159.1
20240129092002,3.05,1021.01,21.12,61.07,28742.78,163.08
